run,t,x,y,heading,speed,turn_rate,left_spin,right_spin,left_encoder,right_encoder,gyro,left_noise,right_noise,gyro_noise,gyro_bias
0,0.00,0.0000,0.0000,0.0000,1.1437,-0.5289,12.6271,10.2470,12.5786,10.4311,-0.5272,0.13051,0.12099,0.01016,0.000629
0,0.02,0.0229,-0.0001,-0.0106,1.1505,-0.5260,12.6889,10.3220,12.5786,10.4311,-0.5121,0.13076,0.12129,0.01016,0.000629
0,0.04,0.0459,-0.0005,-0.0211,1.1574,-0.5229,12.7502,10.3971,12.8854,10.4311,-0.5351,0.13100,0.12159,0.01016,0.000629
0,0.06,0.0690,-0.0011,-0.0316,1.1641,-0.5197,12.8108,10.4722,12.5786,10.4311,-0.5427,0.13124,0.12189,0.01016,0.000629
0,0.08,0.0923,-0.0020,-0.0419,1.1709,-0.5163,12.8708,10.5473,12.8854,10.4311,-0.5231,0.13148,0.12219,0.01015,0.000629
0,0.10,0.1157,-0.0031,-0.0523,1.1776,-0.5128,12.9301,10.6223,12.8854,10.4311,-0.5080,0.13172,0.12249,0.01015,0.000629
0,0.12,0.1392,-0.0044,-0.0625,1.1843,-0.5092,12.9887,10.6973,13.1922,10.7379,-0.4947,0.13195,0.12279,0.01015,0.000629
0,0.14,0.1628,-0.0060,-0.0727,1.1909,-0.5055,13.0467,10.7721,12.8854,10.7379,-0.4957,0.13219,0.12309,0.01015,0.000629
0,0.16,0.1866,-0.0079,-0.0828,1.1975,-0.5016,13.1039,10.8467,13.1922,10.7379,-0.5103,0.13242,0.12339,0.01015,0.000629
0,0.18,0.2104,-0.0100,-0.0929,1.2041,-0.4976,13.1603,10.9212,13.1922,11.0447,-0.5072,0.13264,0.12368,0.01015,0.000629
0,0.20,0.2344,-0.0123,-0.1028,1.2106,-0.4935,13.2160,10.9954,13.1922,11.0447,-0.4873,0.13286,0.12398,0.01015,0.000629
0,0.22,0.2585,-0.0149,-0.1127,1.2170,-0.4892,13.2709,11.0694,13.1922,11.0447,-0.4952,0.13308,0.12428,0.01015,0.000629
0,0.24,0.2826,-0.0178,-0.1225,1.2234,-0.4849,13.3250,11.1431,13.1922,11.3515,-0.4691,0.13330,0.12457,0.01015,0.000629
0,0.26,0.3069,-0.0209,-0.1322,1.2297,-0.4804,13.3783,11.2164,13.1922,11.3515,-0.4661,0.13351,0.12487,0.01014,0.000629
0,0.28,0.3313,-0.0242,-0.1418,1.2360,-0.4758,13.4307,11.2894,13.4990,11.3515,-0.4784,0.13372,0.12516,0.01014,0.000629
0,0.30,0.3557,-0.0278,-0.1513,1.2422,-0.4712,13.4823,11.3620,13.8058,11.6583,-0.4523,0.13393,0.12545,0.01014,0.000629
0,0.32,0.3803,-0.0317,-0.1607,1.2484,-0.4664,13.5330,11.4342,13.8058,11.3515,-0.4780,0.13413,0.12574,0.01014,0.000629
0,0.34,0.4049,-0.0358,-0.1700,1.2544,-0.4615,13.5827,11.5059,13.4990,11.6583,-0.4740,0.13433,0.12602,0.01014,0.000629
0,0.36,0.4296,-0.0402,-0.1793,1.2604,-0.4566,13.6316,11.5770,13.8058,11.6583,-0.4489,0.13453,0.12631,0.01014,0.000629
0,0.38,0.4544,-0.0448,-0.1884,1.2664,-0.4515,13.6795,11.6477,13.4990,11.6583,-0.4553,0.13472,0.12659,0.01014,0.000629
0,0.40,0.4792,-0.0496,-0.1974,1.2722,-0.4464,13.7265,11.7178,13.4990,11.9651,-0.4508,0.13491,0.12687,0.01013,0.000629
0,0.42,0.5042,-0.0547,-0.2064,1.2780,-0.4412,13.7725,11.7873,13.8058,11.6583,-0.4245,0.13509,0.12715,0.01013,0.000629
0,0.44,0.5292,-0.0601,-0.2152,1.2837,-0.4359,13.8176,11.8562,14.1126,11.9651,-0.4576,0.13527,0.12742,0.01013,0.000629
0,0.46,0.5542,-0.0657,-0.2239,1.2893,-0.4305,13.8616,11.9244,13.8058,11.9651,-0.4197,0.13545,0.12770,0.01013,0.000629
0,0.48,0.5793,-0.0715,-0.2325,1.2948,-0.4251,13.9046,11.9919,13.8058,12.2718,-0.4378,0.13562,0.12797,0.01013,0.000629
0,0.50,0.6045,-0.0776,-0.2410,1.3003,-0.4196,13.9466,12.0586,13.8058,12.2718,-0.4184,0.13579,0.12823,0.01013,0.000629
0,0.52,0.6297,-0.0839,-0.2494,1.3056,-0.4140,13.9876,12.1247,14.1126,12.2718,-0.4198,0.13595,0.12850,0.01012,0.000629
0,0.54,0.6550,-0.0904,-0.2577,1.3109,-0.4084,14.0275,12.1899,14.1126,11.9651,-0.4207,0.13611,0.12876,0.01012,0.000629
0,0.56,0.6803,-0.0972,-0.2658,1.3160,-0.4027,14.0663,12.2543,14.1126,12.2718,-0.3889,0.13627,0.12902,0.01012,0.000629
0,0.58,0.7057,-0.1042,-0.2739,1.3211,-0.3969,14.1041,12.3179,14.1126,12.5786,-0.3992,0.13642,0.12927,0.01012,0.000629
0,0.60,0.7311,-0.1115,-0.2818,1.3261,-0.3912,14.1408,12.3805,14.4194,12.2718,-0.3980,0.13656,0.12952,0.01012,0.000629
0,0.62,0.7566,-0.1190,-0.2897,1.3309,-0.3853,14.1764,12.4423,14.1126,12.5786,-0.3831,0.13671,0.12977,0.01012,0.000629
0,0.64,0.7820,-0.1267,-0.2974,1.3357,-0.3795,14.2108,12.5031,14.1126,12.2718,-0.3930,0.13684,0.13001,0.01011,0.000629
0,0.66,0.8076,-0.1346,-0.3050,1.3404,-0.3736,14.2442,12.5630,14.4194,12.5786,-0.3746,0.13698,0.13025,0.01011,0.000629
0,0.68,0.8331,-0.1427,-0.3124,1.3449,-0.3677,14.2764,12.6219,14.1126,12.8854,-0.3800,0.13711,0.13049,0.01011,0.000629
0,0.70,0.8587,-0.1511,-0.3198,1.3494,-0.3617,14.3074,12.6797,14.1126,12.8854,-0.3838,0.13723,0.13072,0.01011,0.000629
0,0.72,0.8843,-0.1597,-0.3270,1.3537,-0.3557,14.3373,12.7365,14.4194,12.5786,-0.3540,0.13735,0.13095,0.01011,0.000629
0,0.74,0.9099,-0.1685,-0.3341,1.3579,-0.3498,14.3661,12.7922,14.4194,12.8854,-0.3421,0.13746,0.13117,0.01010,0.000629
0,0.76,0.9355,-0.1775,-0.3411,1.3620,-0.3438,14.3937,12.8468,14.4194,12.8854,-0.3358,0.13757,0.13139,0.01010,0.000629
0,0.78,0.9611,-0.1867,-0.3480,1.3660,-0.3377,14.4201,12.9002,14.4194,13.1922,-0.3292,0.13768,0.13160,0.01010,0.000629
0,0.80,0.9868,-0.1961,-0.3548,1.3699,-0.3317,14.4453,12.9525,14.4194,12.8854,-0.3455,0.13778,0.13181,0.01010,0.000629
0,0.82,1.0124,-0.2057,-0.3614,1.3737,-0.3257,14.4693,13.0037,14.4194,12.8854,-0.3394,0.13788,0.13201,0.01010,0.000629
0,0.84,1.0381,-0.2155,-0.3679,1.3773,-0.3197,14.4922,13.0536,14.4194,12.8854,-0.3295,0.13797,0.13221,0.01010,0.000629
0,0.86,1.0638,-0.2255,-0.3743,1.3808,-0.3137,14.5138,13.1023,14.4194,13.1922,-0.3094,0.13806,0.13241,0.01009,0.000629
0,0.88,1.0894,-0.2356,-0.3806,1.3842,-0.3077,14.5342,13.1497,14.7262,13.1922,-0.2965,0.13814,0.13260,0.01009,0.000629
0,0.90,1.1151,-0.2460,-0.3867,1.3875,-0.3017,14.5535,13.1959,14.7262,13.4990,-0.3249,0.13821,0.13278,0.01009,0.000629
0,0.92,1.1408,-0.2565,-0.3928,1.3906,-0.2957,14.5715,13.2407,14.7262,13.1922,-0.2908,0.13829,0.13296,0.01009,0.000629
0,0.94,1.1664,-0.2673,-0.3987,1.3936,-0.2898,14.5883,13.2843,14.7262,13.1922,-0.2859,0.13835,0.13314,0.01009,0.000629
0,0.96,1.1921,-0.2782,-0.4045,1.3965,-0.2839,14.6038,13.3265,14.4194,13.1922,-0.2843,0.13842,0.13331,0.01009,0.000629
0,0.98,1.2177,-0.2892,-0.4101,1.3993,-0.2780,14.6182,13.3673,14.4194,13.4990,-0.2803,0.13847,0.13347,0.01008,0.000629
0,1.00,1.2434,-0.3005,-0.4157,1.4019,-0.2721,14.6313,13.4068,14.7262,13.1922,-0.2766,0.13853,0.13363,0.01008,0.000629
0,1.02,1.2690,-0.3118,-0.4211,1.4044,-0.2663,14.6432,13.4449,14.7262,13.1922,-0.2626,0.13857,0.13378,0.01008,0.000629
0,1.04,1.2946,-0.3234,-0.4265,1.4068,-0.2605,14.6539,13.4815,14.7262,13.1922,-0.2841,0.13862,0.13393,0.01008,0.000629
0,1.06,1.3202,-0.3351,-0.4317,1.4090,-0.2548,14.6634,13.5167,14.7262,13.4990,-0.2595,0.13865,0.13407,0.01008,0.000629
0,1.08,1.3458,-0.3470,-0.4368,1.4111,-0.2491,14.6716,13.5505,14.7262,13.8058,-0.2490,0.13869,0.13420,0.01007,0.000629
0,1.10,1.3713,-0.3590,-0.4418,1.4131,-0.2435,14.6786,13.5828,14.7262,13.4990,-0.2263,0.13871,0.13433,0.01007,0.000629
0,1.12,1.3968,-0.3711,-0.4466,1.4149,-0.2379,14.6844,13.6136,14.7262,13.8058,-0.2368,0.13874,0.13445,0.01007,0.000629
0,1.14,1.4223,-0.3834,-0.4514,1.4166,-0.2324,14.6889,13.6430,14.7262,13.8058,-0.2256,0.13876,0.13457,0.01007,0.000629
0,1.16,1.4478,-0.3958,-0.4560,1.4182,-0.2270,14.6923,13.6708,14.7262,13.4990,-0.2160,0.13877,0.13468,0.01007,0.000629
0,1.18,1.4732,-0.4084,-0.4606,1.4196,-0.2216,14.6944,13.6971,14.4194,13.8058,-0.2230,0.13878,0.13479,0.01007,0.000629
0,1.20,1.4986,-0.4210,-0.4650,1.4209,-0.2163,14.6953,13.7219,14.4194,13.8058,-0.2177,0.13878,0.13489,0.01006,0.000629
0,1.22,1.5240,-0.4338,-0.4693,1.4220,-0.2111,14.6950,13.7451,14.7262,13.8058,-0.2153,0.13878,0.13498,0.01006,0.000629
0,1.24,1.5493,-0.4467,-0.4736,1.4230,-0.2059,14.6935,13.7667,15.0330,13.8058,-0.2101,0.13877,0.13507,0.01006,0.000629
0,1.26,1.5746,-0.4598,-0.4777,1.4239,-0.2009,14.6908,13.7868,14.4194,13.4990,-0.1893,0.13876,0.13515,0.01006,0.000629
0,1.28,1.5999,-0.4729,-0.4817,1.4246,-0.1959,14.6869,13.8054,14.7262,13.8058,-0.1787,0.13875,0.13522,0.01006,0.000629
0,1.30,1.6251,-0.4862,-0.4856,1.4252,-0.1910,14.6818,13.8223,14.4194,13.8058,-0.1951,0.13873,0.13529,0.01006,0.000629
0,1.32,1.6503,-0.4995,-0.4894,1.4257,-0.1862,14.6755,13.8376,14.7262,13.8058,-0.1917,0.13870,0.13535,0.01006,0.000629
0,1.34,1.6754,-0.5130,-0.4932,1.4260,-0.1815,14.6681,13.8514,14.4194,13.8058,-0.1728,0.13867,0.13541,0.01005,0.000629
0,1.36,1.7005,-0.5265,-0.4968,1.4261,-0.1769,14.6595,13.8635,14.7262,13.8058,-0.1892,0.13864,0.13545,0.01005,0.000629
0,1.38,1.7256,-0.5402,-0.5003,1.4262,-0.1724,14.6497,13.8741,14.7262,14.1126,-0.1704,0.13860,0.13550,0.01005,0.000629
0,1.40,1.7506,-0.5539,-0.5038,1.4261,-0.1680,14.6388,13.8830,15.0330,13.8058,-0.1615,0.13856,0.13553,0.01005,0.000629
0,1.42,1.7755,-0.5677,-0.5071,1.4258,-0.1637,14.6267,13.8903,14.7262,14.1126,-0.1631,0.13851,0.13556,0.01005,0.000629
0,1.44,1.8004,-0.5816,-0.5104,1.4255,-0.1595,14.6135,13.8959,14.4194,13.8058,-0.1280,0.13845,0.13558,0.01005,0.000629
0,1.46,1.8253,-0.5956,-0.5136,1.4250,-0.1554,14.5992,13.9000,14.7262,13.4990,-0.1613,0.13840,0.13560,0.01005,0.000629
0,1.48,1.8501,-0.6096,-0.5167,1.4243,-0.1514,14.5838,13.9024,14.7262,13.8058,-0.1371,0.13834,0.13561,0.01005,0.000629
0,1.50,1.8748,-0.6237,-0.5197,1.4235,-0.1476,14.5672,13.9032,14.7262,13.8058,-0.1517,0.13827,0.13561,0.01004,0.000629
0,1.52,1.8995,-0.6379,-0.5227,1.4226,-0.1438,14.5496,13.9024,14.4194,13.8058,-0.1580,0.13820,0.13561,0.01004,0.000629
0,1.54,1.9242,-0.6521,-0.5256,1.4215,-0.1402,14.5309,13.9000,14.7262,14.1126,-0.1522,0.13812,0.13560,0.01004,0.000629
0,1.56,1.9487,-0.6664,-0.5284,1.4204,-0.1367,14.5111,13.8959,14.4194,13.8058,-0.1458,0.13804,0.13558,0.01004,0.000629
0,1.58,1.9733,-0.6808,-0.5311,1.4190,-0.1333,14.4903,13.8902,14.1126,13.8058,-0.1197,0.13796,0.13556,0.01004,0.000629
0,1.60,1.9977,-0.6952,-0.5338,1.4176,-0.1301,14.4684,13.8830,14.4194,14.1126,-0.1344,0.13787,0.13553,0.01004,0.000629
0,1.62,2.0221,-0.7096,-0.5364,1.4160,-0.1270,14.4455,13.8741,14.7262,13.8058,-0.1302,0.13778,0.13550,0.01004,0.000629
0,1.64,2.0464,-0.7241,-0.5389,1.4143,-0.1240,14.4216,13.8636,14.7262,13.8058,-0.1356,0.13769,0.13545,0.01004,0.000629
0,1.66,2.0707,-0.7387,-0.5414,1.4124,-0.1212,14.3966,13.8514,14.4194,13.8058,-0.1098,0.13759,0.13541,0.01004,0.000629
0,1.68,2.0949,-0.7533,-0.5438,1.4104,-0.1184,14.3707,13.8378,14.1126,13.8058,-0.1093,0.13748,0.13535,0.01004,0.000629
0,1.70,2.1190,-0.7679,-0.5462,1.4083,-0.1159,14.3438,13.8225,14.1126,13.8058,-0.1236,0.13738,0.13529,0.01003,0.000629
0,1.72,2.1430,-0.7826,-0.5485,1.4061,-0.1134,14.3160,13.8056,14.7262,13.8058,-0.1173,0.13726,0.13522,0.01003,0.000629
0,1.74,2.1670,-0.7972,-0.5508,1.4037,-0.1111,14.2872,13.7872,14.1126,13.8058,-0.1105,0.13715,0.13515,0.01003,0.000629
0,1.76,2.1909,-0.8120,-0.5530,1.4012,-0.1089,14.2575,13.7672,14.4194,13.8058,-0.1102,0.13703,0.13507,0.01003,0.000629
0,1.78,2.2148,-0.8267,-0.5552,1.3986,-0.1069,14.2268,13.7457,14.1126,13.4990,-0.0786,0.13691,0.13498,0.01003,0.000629
0,1.80,2.2385,-0.8415,-0.5573,1.3959,-0.1050,14.1953,13.7227,14.4194,13.4990,-0.1178,0.13678,0.13489,0.01003,0.000629
0,1.82,2.2622,-0.8563,-0.5594,1.3930,-0.1033,14.1629,13.6981,14.1126,13.8058,-0.1023,0.13665,0.13479,0.01003,0.000629
0,1.84,2.2858,-0.8711,-0.5615,1.3901,-0.1017,14.1296,13.6720,14.1126,13.4990,-0.0868,0.13652,0.13469,0.01003,0.000629
0,1.86,2.3093,-0.8859,-0.5635,1.3870,-0.1002,14.0955,13.6444,14.1126,13.4990,-0.1018,0.13638,0.13458,0.01003,0.000629
0,1.88,2.3328,-0.9007,-0.5655,1.3838,-0.0989,14.0606,13.6154,14.1126,13.1922,-0.0972,0.13624,0.13446,0.01003,0.000629
0,1.90,2.3561,-0.9156,-0.5675,1.3805,-0.0978,14.0249,13.5849,13.8058,13.4990,-0.1036,0.13610,0.13434,0.01003,0.000629
0,1.92,2.3794,-0.9305,-0.5694,1.3771,-0.0968,13.9883,13.5529,14.1126,13.4990,-0.1105,0.13595,0.13421,0.01003,0.000629
0,1.94,2.4026,-0.9453,-0.5714,1.3735,-0.0959,13.9510,13.5195,14.1126,13.4990,-0.1049,0.13580,0.13408,0.01003,0.000629
0,1.96,2.4256,-0.9602,-0.5733,1.3699,-0.0952,13.9130,13.4847,14.1126,13.4990,-0.0915,0.13565,0.13394,0.01003,0.000629
0,1.98,2.4486,-0.9751,-0.5752,1.3661,-0.0946,13.8742,13.4485,13.8058,13.4990,-0.0819,0.13550,0.13379,0.01003,0.000629
0,2.00,2.4716,-0.9900,-0.5771,1.3623,-0.0942,13.8347,13.4109,13.8058,13.4990,-0.1314,0.13534,0.13364,0.01003,0.000629
0,2.02,2.4944,-1.0049,-0.5790,1.3583,-0.0939,13.7945,13.3720,13.8058,13.4990,-0.0947,0.13518,0.13349,0.01003,0.000629
0,2.04,2.5171,-1.0197,-0.5809,1.3543,-0.0938,13.7536,13.3317,13.8058,13.1922,-0.0890,0.13501,0.13333,0.01003,0.000629
0,2.06,2.5397,-1.0346,-0.5827,1.3501,-0.0938,13.7121,13.2901,13.8058,13.1922,-0.0808,0.13485,0.13316,0.01003,0.000629
0,2.08,2.5623,-1.0495,-0.5846,1.3459,-0.0939,13.6699,13.2473,13.4990,13.4990,-0.0915,0.13468,0.13299,0.01003,0.000629
0,2.10,2.5847,-1.0644,-0.5865,1.3415,-0.0942,13.6271,13.2031,13.4990,13.1922,-0.1028,0.13451,0.13281,0.01003,0.000629
0,2.12,2.6070,-1.0793,-0.5884,1.3371,-0.0947,13.5838,13.1577,13.8058,13.1922,-0.0996,0.13434,0.13263,0.01003,0.000629
0,2.14,2.6293,-1.0941,-0.5903,1.3325,-0.0953,13.5398,13.1111,13.4990,13.1922,-0.0850,0.13416,0.13244,0.01003,0.000629
0,2.16,2.6514,-1.1090,-0.5922,1.3279,-0.0960,13.4953,13.0633,13.4990,13.1922,-0.0991,0.13398,0.13225,0.01003,0.000629
0,2.18,2.6734,-1.1238,-0.5941,1.3232,-0.0969,13.4503,13.0143,13.4990,12.8854,-0.0933,0.13380,0.13206,0.01003,0.000629
0,2.20,2.6953,-1.1387,-0.5960,1.3184,-0.0979,13.4048,12.9642,13.1922,13.1922,-0.0996,0.13362,0.13186,0.01003,0.000629
0,2.22,2.7171,-1.1535,-0.5980,1.3136,-0.0991,13.3587,12.9130,13.4990,12.8854,-0.0952,0.13343,0.13165,0.01003,0.000629
0,2.24,2.7388,-1.1683,-0.6000,1.3086,-0.1004,13.3123,12.8606,13.1922,12.8854,-0.1168,0.13325,0.13144,0.01003,0.000629
0,2.26,2.7604,-1.1831,-0.6020,1.3036,-0.1018,13.2653,12.8072,13.1922,12.8854,-0.0865,0.13306,0.13123,0.01003,0.000629
0,2.28,2.7819,-1.1979,-0.6040,1.2985,-0.1034,13.2180,12.7528,13.1922,12.5786,-0.1170,0.13287,0.13101,0.01003,0.000629
0,2.30,2.8033,-1.2126,-0.6061,1.2934,-0.1051,13.1702,12.6973,13.1922,12.5786,-0.0875,0.13268,0.13079,0.01003,0.000629
0,2.32,2.8245,-1.2274,-0.6082,1.2881,-0.1069,13.1221,12.6409,13.1922,12.5786,-0.0860,0.13249,0.13056,0.01003,0.000629
0,2.34,2.8456,-1.2421,-0.6103,1.2829,-0.1089,13.0736,12.5835,12.8854,12.5786,-0.0935,0.13229,0.13033,0.01003,0.000629
0,2.36,2.8666,-1.2569,-0.6125,1.2775,-0.1110,13.0248,12.5252,12.8854,12.5786,-0.1082,0.13210,0.13010,0.01003,0.000629
0,2.38,2.8875,-1.2716,-0.6147,1.2721,-0.1133,12.9756,12.4660,13.1922,12.5786,-0.1264,0.13190,0.12986,0.01003,0.000629
0,2.40,2.9083,-1.2863,-0.6170,1.2666,-0.1156,12.9262,12.4059,13.1922,12.5786,-0.1188,0.13170,0.12962,0.01003,0.000629
0,2.42,2.9289,-1.3010,-0.6193,1.2611,-0.1181,12.8765,12.3450,12.8854,12.2718,-0.1162,0.13151,0.12938,0.01004,0.000629
0,2.44,2.9495,-1.3156,-0.6217,1.2555,-0.1207,12.8265,12.2833,12.8854,12.2718,-0.1119,0.13131,0.12913,0.01004,0.000629
0,2.46,2.9699,-1.3303,-0.6241,1.2499,-0.1234,12.7764,12.2208,12.8854,12.2718,-0.1155,0.13111,0.12888,0.01004,0.000629
0,2.48,2.9901,-1.3449,-0.6265,1.2442,-0.1263,12.7260,12.1576,12.8854,11.9651,-0.1317,0.13090,0.12863,0.01004,0.000629
0,2.50,3.0103,-1.3595,-0.6291,1.2385,-0.1293,12.6754,12.0938,12.8854,12.2718,-0.1264,0.13070,0.12838,0.01004,0.000629
0,2.52,3.0303,-1.3741,-0.6316,1.2327,-0.1323,12.6247,12.0292,12.8854,11.9651,-0.1466,0.13050,0.12812,0.01004,0.000629
0,2.54,3.0501,-1.3887,-0.6343,1.2269,-0.1355,12.5739,11.9640,12.5786,11.9651,-0.1429,0.13030,0.12786,0.01004,0.000629
0,2.56,3.0699,-1.4033,-0.6370,1.2211,-0.1388,12.5229,11.8982,12.5786,11.6583,-0.1444,0.13009,0.12759,0.01004,0.000629
0,2.58,3.0895,-1.4178,-0.6398,1.2152,-0.1422,12.4719,11.8318,12.2718,11.9651,-0.1336,0.12989,0.12733,0.01004,0.000629
0,2.60,3.1090,-1.4324,-0.6426,1.2093,-0.1457,12.4208,11.7649,12.2718,11.6583,-0.1509,0.12968,0.12706,0.01004,0.000629
0,2.62,3.1283,-1.4469,-0.6455,1.2034,-0.1493,12.3696,11.6976,12.5786,11.6583,-0.1327,0.12948,0.12679,0.01004,0.000629
0,2.64,3.1475,-1.4614,-0.6485,1.1974,-0.1530,12.3184,11.6297,12.2718,11.6583,-0.1480,0.12927,0.12652,0.01005,0.000629
0,2.66,3.1666,-1.4759,-0.6516,1.1914,-0.1568,12.2672,11.5614,12.2718,11.6583,-0.1707,0.12907,0.12625,0.01005,0.000629
0,2.68,3.1855,-1.4904,-0.6547,1.1854,-0.1607,12.2161,11.4928,12.5786,11.3515,-0.1509,0.12886,0.12597,0.01005,0.000629
0,2.70,3.2043,-1.5048,-0.6579,1.1794,-0.1647,12.1649,11.4237,11.9651,11.6583,-0.1679,0.12866,0.12569,0.01005,0.000629
0,2.72,3.2229,-1.5193,-0.6612,1.1734,-0.1688,12.1139,11.3544,12.2718,11.3515,-0.1571,0.12846,0.12542,0.01005,0.000629
0,2.74,3.2414,-1.5337,-0.6646,1.1674,-0.1729,12.0629,11.2848,11.9651,11.0447,-0.1799,0.12825,0.12514,0.01005,0.000629
0,2.76,3.2598,-1.5482,-0.6681,1.1613,-0.1771,12.0120,11.2149,11.9651,11.0447,-0.1688,0.12805,0.12486,0.01005,0.000629
0,2.78,3.2780,-1.5626,-0.6716,1.1553,-0.1814,11.9612,11.1448,11.9651,11.0447,-0.1958,0.12784,0.12458,0.01005,0.000629
0,2.80,3.2961,-1.5770,-0.6752,1.1493,-0.1858,11.9106,11.0746,11.9651,11.3515,-0.1882,0.12764,0.12430,0.01006,0.000629
0,2.82,3.3140,-1.5914,-0.6790,1.1432,-0.1902,11.8602,11.0042,12.2718,11.0447,-0.2010,0.12744,0.12402,0.01006,0.000629
0,2.84,3.3317,-1.6058,-0.6828,1.1372,-0.1947,11.8099,10.9337,11.6583,11.0447,-0.2035,0.12724,0.12373,0.01006,0.000629
0,2.86,3.3494,-1.6202,-0.6867,1.1312,-0.1993,11.7599,10.8631,11.9651,10.7379,-0.1891,0.12704,0.12345,0.01006,0.000629
0,2.88,3.3668,-1.6346,-0.6906,1.1251,-0.2039,11.7101,10.7925,11.6583,10.7379,-0.1924,0.12684,0.12317,0.01006,0.000629
0,2.90,3.3841,-1.6489,-0.6947,1.1191,-0.2086,11.6605,10.7219,11.3515,10.7379,-0.2086,0.12664,0.12289,0.01006,0.000629
0,2.92,3.4013,-1.6633,-0.6989,1.1131,-0.2133,11.6112,10.6514,11.6583,10.7379,-0.2020,0.12644,0.12261,0.01006,0.000629
0,2.94,3.4183,-1.6776,-0.7032,1.1072,-0.2181,11.5622,10.5809,11.6583,10.7379,-0.2066,0.12625,0.12232,0.01007,0.000629
0,2.96,3.4352,-1.6920,-0.7075,1.1012,-0.2229,11.5135,10.5106,11.6583,10.4311,-0.2212,0.12605,0.12204,0.01007,0.000629
0,2.98,3.4519,-1.7064,-0.7120,1.0953,-0.2277,11.4651,10.4404,11.6583,10.4311,-0.2240,0.12586,0.12176,0.01007,0.000629
0,3.00,3.4684,-1.7207,-0.7165,1.0894,-0.2326,11.4171,10.3704,11.3515,10.4311,-0.2330,0.12567,0.12148,0.01007,0.000629
0,3.02,3.4848,-1.7351,-0.7212,1.0835,-0.2375,11.3694,10.3007,11.3515,10.1243,-0.2459,0.12548,0.12120,0.01007,0.000629
0,3.04,3.5011,-1.7494,-0.7259,1.0777,-0.2424,11.3222,10.2312,11.3515,10.1243,-0.2339,0.12529,0.12092,0.01007,0.000629
0,3.06,3.5172,-1.7637,-0.7308,1.0719,-0.2474,11.2753,10.1620,11.0447,9.8175,-0.2573,0.12510,0.12065,0.01007,0.000629
0,3.08,3.5331,-1.7781,-0.7357,1.0661,-0.2524,11.2288,10.0931,11.3515,10.1243,-0.2484,0.12492,0.12037,0.01008,0.000629
0,3.10,3.5489,-1.7924,-0.7408,1.0604,-0.2574,11.1828,10.0246,11.0447,10.1243,-0.2598,0.12473,0.12010,0.01008,0.000629
0,3.12,3.5645,-1.8068,-0.7459,1.0547,-0.2624,11.1372,9.9565,11.0447,9.5107,-0.2704,0.12455,0.11983,0.01008,0.000629
0,3.14,3.5799,-1.8211,-0.7512,1.0490,-0.2674,11.0921,9.8888,11.0447,10.1243,-0.2651,0.12437,0.11956,0.01008,0.000629
0,3.16,3.5952,-1.8355,-0.7565,1.0435,-0.2724,11.0475,9.8217,11.3515,9.8175,-0.2743,0.12419,0.11929,0.01008,0.000629
0,3.18,3.6104,-1.8499,-0.7620,1.0379,-0.2774,11.0034,9.7550,10.4311,9.8175,-0.2713,0.12401,0.11902,0.01008,0.000629
0,3.20,3.6253,-1.8642,-0.7675,1.0324,-0.2824,10.9598,9.6889,11.0447,9.5107,-0.2809,0.12384,0.11876,0.01008,0.000629
0,3.22,3.6402,-1.8786,-0.7732,1.0270,-0.2874,10.9168,9.6233,10.7379,9.5107,-0.2940,0.12367,0.11849,0.01009,0.000629
0,3.24,3.6548,-1.8930,-0.7789,1.0216,-0.2924,10.8743,9.5584,10.7379,9.8175,-0.2918,0.12350,0.11823,0.01009,0.000629
0,3.26,3.6693,-1.9074,-0.7848,1.0163,-0.2974,10.8323,9.4941,10.7379,9.5107,-0.2946,0.12333,0.11798,0.01009,0.000629
0,3.28,3.6836,-1.9218,-0.7907,1.0111,-0.3023,10.7910,9.4305,10.7379,9.5107,-0.3207,0.12316,0.11772,0.01009,0.000629
0,3.30,3.6978,-1.9362,-0.7968,1.0059,-0.3072,10.7502,9.3676,10.7379,9.5107,-0.3201,0.12300,0.11747,0.01009,0.000629
0,3.32,3.7118,-1.9507,-0.8029,1.0008,-0.3121,10.7101,9.3055,10.7379,9.5107,-0.3069,0.12284,0.11722,0.01009,0.000629
0,3.34,3.7257,-1.9651,-0.8091,0.9957,-0.3170,10.6705,9.2441,10.4311,9.2039,-0.3039,0.12268,0.11698,0.01010,0.000629
0,3.36,3.7394,-1.9796,-0.8155,0.9908,-0.3218,10.6317,9.1836,10.7379,9.2039,-0.3167,0.12253,0.11673,0.01010,0.000629
0,3.38,3.7529,-1.9940,-0.8219,0.9859,-0.3266,10.5934,9.1239,10.7379,8.8971,-0.3289,0.12237,0.11650,0.01010,0.000629
0,3.40,3.7663,-2.0085,-0.8284,0.9810,-0.3313,10.5558,9.0650,10.4311,8.8971,-0.3320,0.12222,0.11626,0.01010,0.000629
0,3.42,3.7795,-2.0230,-0.8351,0.9763,-0.3360,10.5189,9.0071,10.7379,8.8971,-0.3159,0.12208,0.11603,0.01010,0.000629
0,3.44,3.7926,-2.0375,-0.8418,0.9716,-0.3406,10.4827,8.9501,10.7379,8.8971,-0.3414,0.12193,0.11580,0.01010,0.000629
0,3.46,3.8055,-2.0521,-0.8486,0.9671,-0.3452,10.4472,8.8940,10.4311,8.8971,-0.3520,0.12179,0.11558,0.01010,0.000629
