scenario,arm,seed,t,severity,speed_error,speed_sd,nis,bias_left,noise_left,r_ale_left,r_unm_left
bias,analytic + best const R,2002,4.5,0,-0.0037259,0.0053701,4.921,,,,
bias,analytic + best const R,2002,4.6,0,-0.013967,0.0053701,0.13651,,,,
bias,analytic + best const R,2002,4.7,0,0.0010888,0.0053701,0.42563,,,,
bias,analytic + best const R,2002,4.8,0,0.012609,0.0053701,1.4295,,,,
bias,analytic + best const R,2002,4.9,0,0.00031428,0.0053701,1.0869,,,,
bias,analytic + best const R,2002,5,0,-0.00096854,0.0053701,4.7821,,,,
bias,analytic + best const R,2002,5.1,0,-0.0039628,0.0053701,2.117,,,,
bias,analytic + best const R,2002,5.2,0,0.0043042,0.0053701,4.8733,,,,
bias,analytic + best const R,2002,5.3,0,0.010706,0.0053701,3.9555,,,,
bias,analytic + best const R,2002,5.4,0,0.00069726,0.0053701,7.589,,,,
bias,analytic + best const R,2002,5.5,0,0.0052836,0.0053701,6.543,,,,
bias,analytic + best const R,2002,5.6,0,-0.01234,0.0053701,0.32554,,,,
bias,analytic + best const R,2002,5.7,0,0.0046714,0.0053701,5.1159,,,,
bias,analytic + best const R,2002,5.8,0,-0.0051391,0.0053701,4.317,,,,
bias,analytic + best const R,2002,5.9,0,-0.0012503,0.0053701,2.4048,,,,
bias,analytic + best const R,2002,6,0,0.0017656,0.0053701,1.7368,,,,
bias,analytic + best const R,2002,6.1,0,0.004474,0.0053701,1.79,,,,
bias,analytic + best const R,2002,6.2,0,-0.0054661,0.0053701,4.7073,,,,
bias,analytic + best const R,2002,6.3,0,-0.0013431,0.0053701,9.6541,,,,
bias,analytic + best const R,2002,6.4,0,-0.00013668,0.0053701,1.3409,,,,
bias,analytic + best const R,2002,6.5,0,0.0038347,0.0053701,1.6395,,,,
bias,analytic + best const R,2002,6.6,0,-0.0034617,0.0053701,0.91895,,,,
bias,analytic + best const R,2002,6.7,0,-0.0017503,0.0053701,1.9787,,,,
bias,analytic + best const R,2002,6.8,0,0.011003,0.0053701,0.6282,,,,
bias,analytic + best const R,2002,6.9,0,0.00066646,0.0053701,2.5303,,,,
bias,analytic + best const R,2002,7,0,0.0034087,0.0053701,3.6876,,,,
bias,analytic + best const R,2002,7.1,0,-0.0021435,0.0053701,0.45686,,,,
bias,analytic + best const R,2002,7.2,0,0.0094276,0.0053701,2.6394,,,,
bias,analytic + best const R,2002,7.3,0,-6.6309e-06,0.0053701,4.4156,,,,
bias,analytic + best const R,2002,7.4,0,-0.004411,0.0053701,2.6953,,,,
bias,analytic + best const R,2002,7.5,0,-0.0094169,0.0053701,2.1116,,,,
bias,analytic + best const R,2002,7.6,0,-0.0010179,0.0053701,2.4617,,,,
bias,analytic + best const R,2002,7.7,0,0.0057801,0.0053701,3.8183,,,,
bias,analytic + best const R,2002,7.8,0,0.00025963,0.0053701,2.8978,,,,
bias,analytic + best const R,2002,7.9,0,0.0037768,0.0053701,3.0964,,,,
bias,analytic + best const R,2002,8,3,0.0067037,0.0053701,3.8175,,,,
bias,analytic + best const R,2002,8.1,3,0.030637,0.0053701,20.034,,,,
bias,analytic + best const R,2002,8.2,3,0.031545,0.0053701,5.6927,,,,
bias,analytic + best const R,2002,8.3,3,0.027411,0.0053701,8.6858,,,,
bias,analytic + best const R,2002,8.4,3,0.022975,0.0053701,1.6998,,,,
bias,analytic + best const R,2002,8.5,3,0.0303,0.0053701,16.725,,,,
bias,analytic + best const R,2002,8.6,3,0.027989,0.0053701,5.7837,,,,
bias,analytic + best const R,2002,8.7,3,0.03394,0.0053701,7.4055,,,,
bias,analytic + best const R,2002,8.8,3,0.036842,0.0053701,1.5977,,,,
bias,analytic + best const R,2002,8.9,3,0.02355,0.0053701,9.6559,,,,
bias,analytic + best const R,2002,9,3,0.030697,0.0053701,12.825,,,,
bias,analytic + best const R,2002,9.1,3,0.026379,0.0053701,4.7006,,,,
bias,analytic + best const R,2002,9.2,3,0.030529,0.0053701,20.224,,,,
bias,analytic + best const R,2002,9.3,3,0.021975,0.0053701,10.717,,,,
bias,analytic + best const R,2002,9.4,3,0.01761,0.0053701,10.132,,,,
bias,analytic + best const R,2002,9.5,3,0.021912,0.0053701,14.965,,,,
bias,analytic + best const R,2002,9.6,3,0.026675,0.0053701,20.688,,,,
bias,analytic + best const R,2002,9.7,3,0.023592,0.0053701,12.052,,,,
bias,analytic + best const R,2002,9.8,3,0.032089,0.0053701,6.5793,,,,
bias,analytic + best const R,2002,9.9,3,0.027845,0.0053701,20.659,,,,
bias,analytic + best const R,2002,10,3,0.026154,0.0053701,4.2509,,,,
bias,analytic + best const R,2002,10.1,3,0.027915,0.0053701,3.8416,,,,
bias,analytic + best const R,2002,10.2,3,0.027107,0.0053701,5.079,,,,
bias,analytic + best const R,2002,10.3,3,0.02852,0.0053701,5.5195,,,,
bias,analytic + best const R,2002,10.4,3,0.019671,0.0053701,3.6757,,,,
bias,analytic + best const R,2002,10.5,3,0.018374,0.0053701,17.758,,,,
bias,analytic + best const R,2002,10.6,3,0.020965,0.0053701,1.7083,,,,
bias,analytic + best const R,2002,10.7,3,0.024611,0.0053701,12.474,,,,
bias,analytic + best const R,2002,10.8,3,0.02109,0.0053701,7.6763,,,,
bias,analytic + best const R,2002,10.9,3,0.021364,0.0053701,22.417,,,,
bias,analytic + best const R,2002,11,3,0.027028,0.0053701,1.5743,,,,
bias,analytic + best const R,2002,11.1,3,0.031465,0.0053701,6.5881,,,,
bias,analytic + best const R,2002,11.2,3,0.023147,0.0053701,8.7994,,,,
bias,analytic + best const R,2002,11.3,3,0.030891,0.0053701,8.2068,,,,
bias,analytic + best const R,2002,11.4,3,0.024864,0.0053701,3.8608,,,,
bias,analytic + best const R,2002,11.5,3,0.026265,0.0053701,17.454,,,,
bias,analytic + best const R,2002,11.6,3,0.026649,0.0053701,11.639,,,,
bias,analytic + best const R,2002,11.7,3,0.028051,0.0053701,16.524,,,,
bias,analytic + best const R,2002,11.8,3,0.026679,0.0053701,11.752,,,,
bias,analytic + best const R,2002,11.9,3,0.032808,0.0053701,4.7236,,,,
bias,analytic + best const R,2002,12,3,0.027846,0.0053701,4.621,,,,
bias,analytic + best const R,2002,12.1,3,0.02952,0.0053701,4.2662,,,,
bias,analytic + best const R,2002,12.2,3,0.030903,0.0053701,19.635,,,,
bias,analytic + best const R,2002,12.3,3,0.020214,0.0053701,7.3478,,,,
bias,analytic + best const R,2002,12.4,3,0.020879,0.0053701,10.801,,,,
bias,analytic + best const R,2002,12.5,3,0.030861,0.0053701,9.3246,,,,
bias,analytic + best const R,2002,12.6,3,0.030844,0.0053701,6.6169,,,,
bias,analytic + best const R,2002,12.7,3,0.031551,0.0053701,14.12,,,,
bias,analytic + best const R,2002,12.8,3,0.029596,0.0053701,20.491,,,,
bias,analytic + best const R,2002,12.9,3,0.030476,0.0053701,5.8112,,,,
bias,analytic + best const R,2002,13,3,0.028246,0.0053701,12.512,,,,
bias,analytic + best const R,2002,13.1,3,0.031573,0.0053701,8.7347,,,,
bias,analytic + best const R,2002,13.2,3,0.028331,0.0053701,14.599,,,,
bias,analytic + best const R,2002,13.3,3,0.01981,0.0053701,12.647,,,,
bias,analytic + best const R,2002,13.4,3,0.02564,0.0053701,8.8706,,,,
bias,analytic + best const R,2002,13.5,3,0.02802,0.0053701,7.2297,,,,
bias,analytic + best const R,2002,13.6,3,0.031574,0.0053701,2.1997,,,,
bias,analytic + best const R,2002,13.7,3,0.026766,0.0053701,7.653,,,,
bias,analytic + best const R,2002,13.8,3,0.031217,0.0053701,5.1813,,,,
bias,analytic + best const R,2002,13.9,3,0.028767,0.0053701,11.724,,,,
bias,analytic + best const R,2002,14,3,0.032281,0.0053701,18.293,,,,
bias,analytic + best const R,2002,14.1,3,0.026436,0.0053701,1.0107,,,,
bias,analytic + best const R,2002,14.2,3,0.033344,0.0053701,15.772,,,,
bias,analytic + best const R,2002,14.3,3,0.026168,0.0053701,11.352,,,,
bias,analytic + best const R,2002,14.4,3,0.020618,0.0053701,2.8999,,,,
bias,analytic + best const R,2002,14.5,3,0.020999,0.0053701,8.9891,,,,
bias,analytic + best const R,2002,14.6,3,0.027394,0.0053701,5.1083,,,,
bias,analytic + best const R,2002,14.7,3,0.02927,0.0053701,3.0909,,,,
bias,analytic + best const R,2002,14.8,3,0.036766,0.0053701,4.5849,,,,
bias,analytic + best const R,2002,14.9,3,0.023491,0.0053701,5.0508,,,,
bias,analytic + best const R,2002,15,3,0.024741,0.0053701,12.809,,,,
bias,analytic + best const R,2002,15.1,3,0.020354,0.0053701,15.603,,,,
bias,analytic + best const R,2002,15.2,3,0.024859,0.0053701,9.3301,,,,
bias,analytic + best const R,2002,15.3,3,0.023378,0.0053701,1.7958,,,,
bias,analytic + best const R,2002,15.4,3,0.034955,0.0053701,24.131,,,,
bias,analytic + best const R,2002,15.5,3,0.026582,0.0053701,4.294,,,,
bias,analytic + best const R,2002,15.6,3,0.023457,0.0053701,33.356,,,,
bias,analytic + best const R,2002,15.7,3,0.016355,0.0053701,14.043,,,,
bias,analytic + best const R,2002,15.8,3,0.020346,0.0053701,9.4685,,,,
bias,analytic + best const R,2002,15.9,3,0.020765,0.0053701,12.372,,,,
bias,analytic + best const R,2002,16,3,0.03244,0.0053701,21.955,,,,
bias,analytic + best const R,2002,16.1,3,0.026566,0.0053701,5.1244,,,,
bias,analytic + best const R,2002,16.2,3,0.02701,0.0053701,1.9896,,,,
bias,analytic + best const R,2002,16.3,3,0.028713,0.0053701,5.095,,,,
bias,analytic + best const R,2002,16.4,3,0.022229,0.0053701,15.739,,,,
bias,analytic + best const R,2002,16.5,3,0.023619,0.0053701,11.521,,,,
bias,analytic + best const R,2002,16.6,3,0.029365,0.0053701,9.5106,,,,
bias,analytic + best const R,2002,16.7,3,0.024998,0.0053701,12.076,,,,
bias,analytic + best const R,2002,16.8,3,0.029423,0.0053701,1.3764,,,,
bias,analytic + best const R,2002,16.9,3,0.023101,0.0053701,9.1821,,,,
bias,analytic + best const R,2002,17,3,0.031432,0.0053701,6.5281,,,,
bias,analytic + best const R,2002,17.1,3,0.015667,0.0053701,20.476,,,,
bias,analytic + best const R,2002,17.2,3,0.016373,0.0053701,2.2722,,,,
bias,analytic + best const R,2002,17.3,3,0.020999,0.0053701,10.717,,,,
bias,analytic + best const R,2002,17.4,3,0.023136,0.0053701,9.8092,,,,
bias,analytic + best const R,2002,17.5,3,0.028381,0.0053701,11.181,,,,
bias,analytic + best const R,2002,17.6,3,0.028098,0.0053701,10.852,,,,
bias,analytic + best const R,2002,17.7,3,0.018263,0.0053701,8.5,,,,
bias,analytic + best const R,2002,17.8,3,0.03622,0.0053701,18.687,,,,
bias,analytic + best const R,2002,17.9,3,0.021178,0.0053701,14.877,,,,
bias,analytic + best const R,2002,18,3,0.03347,0.0053701,14.527,,,,
bias,analytic + best const R,2002,18.1,3,0.029949,0.0053701,2.1194,,,,
bias,analytic + best const R,2002,18.2,3,0.030814,0.0053701,3.6708,,,,
bias,analytic + best const R,2002,18.3,3,0.028154,0.0053701,4.4473,,,,
bias,analytic + best const R,2002,18.4,3,0.029512,0.0053701,18.073,,,,
bias,analytic + best const R,2002,18.5,3,0.03248,0.0053701,26.626,,,,
bias,analytic + best const R,2002,18.6,3,0.026212,0.0053701,2.0287,,,,
bias,analytic + best const R,2002,18.7,3,0.027883,0.0053701,15.714,,,,
bias,analytic + best const R,2002,18.8,3,0.031314,0.0053701,22.157,,,,
bias,analytic + best const R,2002,18.9,3,0.028559,0.0053701,5.7465,,,,
bias,analytic + best const R,2002,19,3,0.029415,0.0053701,25.864,,,,
bias,analytic + best const R,2002,19.1,3,0.025201,0.0053701,6.4327,,,,
bias,analytic + best const R,2002,19.2,3,0.033383,0.0053701,5.5113,,,,
bias,analytic + best const R,2002,19.3,3,0.030204,0.0053701,9.6703,,,,
bias,analytic + best const R,2002,19.4,3,0.029312,0.0053701,0.88255,,,,
bias,analytic + best const R,2002,19.5,3,0.03259,0.0053701,8.6394,,,,
bias,analytic + best const R,2002,19.6,3,0.033136,0.0053701,2.3725,,,,
bias,analytic + best const R,2002,19.7,3,0.029168,0.0053701,8.0429,,,,
bias,analytic + best const R,2002,19.8,3,0.040669,0.0053701,3.5983,,,,
bias,analytic + best const R,2002,19.9,3,0.035557,0.0053701,13.036,,,,
bias,analytic + best const R,2002,20,3,0.029507,0.0053701,20.818,,,,
bias,analytic + best const R,2002,20.1,3,0.018082,0.0053701,2.0398,,,,
bias,analytic + best const R,2002,20.2,3,0.023515,0.0053701,16.966,,,,
bias,analytic + best const R,2002,20.3,3,0.021119,0.0053701,9.1547,,,,
bias,analytic + best const R,2002,20.4,3,0.027266,0.0053701,9.8002,,,,
bias,analytic + best const R,2002,20.5,3,0.02919,0.0053701,7.1958,,,,
bias,analytic + best const R,2002,20.6,3,0.02938,0.0053701,6.8285,,,,
bias,analytic + best const R,2002,20.7,3,0.029759,0.0053701,18.82,,,,
bias,analytic + best const R,2002,20.8,3,0.033367,0.0053701,9.2415,,,,
bias,analytic + best const R,2002,20.9,3,0.02701,0.0053701,3.5868,,,,
bias,analytic + best const R,2002,21,3,0.035628,0.0053701,5.3567,,,,
bias,analytic + best const R,2002,21.1,3,0.026812,0.0053701,7.279,,,,
bias,analytic + best const R,2002,21.2,3,0.024742,0.0053701,10.879,,,,
bias,analytic + best const R,2002,21.3,3,0.026132,0.0053701,5.7912,,,,
bias,analytic + best const R,2002,21.4,3,0.025301,0.0053701,9.1317,,,,
bias,analytic + best const R,2002,21.5,3,0.023132,0.0053701,11.65,,,,
bias,analytic + best const R,2002,21.6,3,0.016431,0.0053701,17.313,,,,
bias,analytic + best const R,2002,21.7,3,0.021607,0.0053701,15.938,,,,
bias,analytic + best const R,2002,21.8,3,0.031566,0.0053701,5.7812,,,,
bias,analytic + best const R,2002,21.9,3,0.027781,0.0053701,12.415,,,,
bias,analytic + best const R,2002,22,3,0.030382,0.0053701,15.174,,,,
bias,analytic + best const R,2002,22.1,3,0.015182,0.0053701,2.6177,,,,
bias,analytic + best const R,2002,22.2,3,0.033353,0.0053701,12.667,,,,
bias,analytic + best const R,2002,22.3,3,0.033215,0.0053701,7.3343,,,,
bias,analytic + best const R,2002,22.4,3,0.031204,0.0053701,13.668,,,,
bias,analytic + best const R,2002,22.5,3,0.020765,0.0053701,16.21,,,,
bias,analytic + best const R,2002,22.6,3,0.020922,0.0053701,5.2517,,,,
bias,analytic + best const R,2002,22.7,3,0.021854,0.0053701,15.719,,,,
bias,analytic + best const R,2002,22.8,3,0.024608,0.0053701,10.677,,,,
bias,analytic + best const R,2002,22.9,3,0.024007,0.0053701,11.324,,,,
bias,analytic + best const R,2002,23,3,0.032152,0.0053701,8.2038,,,,
bias,analytic + best const R,2002,23.1,3,0.027463,0.0053701,7.266,,,,
bias,analytic + best const R,2002,23.2,3,0.029527,0.0053701,8.5382,,,,
bias,analytic + best const R,2002,23.3,3,0.034511,0.0053701,10.59,,,,
bias,analytic + best const R,2002,23.4,3,0.026289,0.0053701,5.134,,,,
bias,analytic + best const R,2002,23.5,3,0.027019,0.0053701,6.1757,,,,
bias,analytic + best const R,2002,23.6,3,0.026785,0.0053701,16.695,,,,
bias,analytic + best const R,2002,23.7,3,0.029645,0.0053701,15.181,,,,
bias,analytic + best const R,2002,23.8,3,0.022298,0.0053701,5.5964,,,,
bias,analytic + best const R,2002,23.9,3,0.020673,0.0053701,15.447,,,,
bias,analytic + best const R,2002,24,3,0.019905,0.0053701,6.7522,,,,
bias,analytic + best const R,2002,24.1,3,0.03489,0.0053701,15.76,,,,
bias,analytic + best const R,2002,24.2,3,0.026945,0.0053701,14.184,,,,
bias,analytic + best const R,2002,24.3,3,0.022474,0.0053701,2.6743,,,,
bias,analytic + best const R,2002,24.4,3,0.013407,0.0053701,8.6783,,,,
bias,analytic + best const R,2002,24.5,3,0.022549,0.0053701,19.201,,,,
bias,analytic + best const R,2002,24.6,3,0.028752,0.0053701,17.717,,,,
bias,analytic + best const R,2002,24.7,3,0.025539,0.0053701,11.894,,,,
bias,analytic + best const R,2002,24.8,3,0.027999,0.0053701,9.6295,,,,
bias,analytic + best const R,2002,24.9,3,0.019083,0.0053701,7.6397,,,,
bias,analytic + best const R,2002,25,3,0.024564,0.0053701,6.2019,,,,
bias,analytic + best const R,2002,25.1,3,0.018673,0.0053701,5.0651,,,,
bias,analytic + best const R,2002,25.2,3,0.020524,0.0053701,4.5482,,,,
bias,analytic + best const R,2002,25.3,3,0.026198,0.0053701,8.9703,,,,
bias,analytic + best const R,2002,25.4,3,0.022152,0.0053701,5.7491,,,,
bias,analytic + best const R,2002,25.5,3,0.027226,0.0053701,7.5675,,,,
bias,analytic + best const R,2002,25.6,3,0.033944,0.0053701,3.032,,,,
bias,analytic + best const R,2002,25.7,3,0.023417,0.0053701,3.1903,,,,
bias,analytic + best const R,2002,25.8,3,0.027089,0.0053701,1.6853,,,,
bias,analytic + best const R,2002,25.9,3,0.027537,0.0053701,16.35,,,,
bias,analytic + best const R,2002,26,3,0.021334,0.0053701,27.31,,,,
bias,analytic + best const R,2002,26.1,3,0.028826,0.0053701,13.73,,,,
bias,analytic + best const R,2002,26.2,3,0.028873,0.0053701,10.365,,,,
bias,analytic + best const R,2002,26.3,3,0.0092995,0.0053701,10.358,,,,
bias,analytic + best const R,2002,26.4,3,0.029117,0.0053701,7.2596,,,,
bias,analytic + best const R,2002,26.5,3,0.028155,0.0053701,5.4458,,,,
bias,analytic + best const R,2002,26.6,3,0.029226,0.0053701,15.897,,,,
bias,analytic + best const R,2002,26.7,3,0.035294,0.0053701,17.187,,,,
bias,analytic + best const R,2002,26.8,3,0.015609,0.0053701,11.407,,,,
bias,analytic + best const R,2002,26.9,3,0.024851,0.0053701,16.205,,,,
bias,analytic + best const R,2002,27,3,0.02935,0.0053701,12.329,,,,
bias,analytic + best const R,2002,27.1,3,0.02389,0.0053701,2.4743,,,,
bias,analytic + best const R,2002,27.2,3,0.027276,0.0053701,6.2587,,,,
bias,analytic + best const R,2002,27.3,3,0.025297,0.0053701,25.438,,,,
bias,analytic + best const R,2002,27.4,3,0.020596,0.0053701,1.8732,,,,
bias,analytic + best const R,2002,27.5,3,0.030396,0.0053701,19.845,,,,
bias,analytic + best const R,2002,27.6,3,0.041748,0.0053701,8.6456,,,,
bias,analytic + best const R,2002,27.7,3,0.03433,0.0053701,8.2662,,,,
bias,analytic + best const R,2002,27.8,3,0.02374,0.0053701,4.7235,,,,
bias,analytic + best const R,2002,27.9,3,0.026724,0.0053701,16.54,,,,
bias,analytic + best const R,2002,28,3,0.021546,0.0053701,17.244,,,,
bias,analytic + best const R,2002,28.1,3,0.028995,0.0053701,1.4924,,,,
bias,analytic + best const R,2002,28.2,3,0.027461,0.0053701,12.839,,,,
bias,analytic + best const R,2002,28.3,3,0.024651,0.0053701,13.291,,,,
bias,analytic + best const R,2002,28.4,3,0.025782,0.0053701,26.071,,,,
bias,analytic + best const R,2002,28.5,3,0.032335,0.0053701,16.451,,,,
bias,analytic + best const R,2002,28.6,3,0.030286,0.0053701,20.816,,,,
bias,analytic + best const R,2002,28.7,3,0.029996,0.0053701,6.5572,,,,
bias,analytic + best const R,2002,28.8,3,0.021205,0.0053701,14.531,,,,
bias,analytic + best const R,2002,28.9,3,0.02066,0.0053701,11.058,,,,
bias,analytic + best const R,2002,29,3,0.020794,0.0053701,21.751,,,,
bias,analytic + best const R,2002,29.1,3,0.029626,0.0053701,8.3607,,,,
bias,analytic + best const R,2002,29.2,3,0.025199,0.0053701,5.629,,,,
bias,analytic + best const R,2002,29.3,3,0.016649,0.0053701,7.515,,,,
bias,analytic + best const R,2002,29.4,3,0.016102,0.0053701,11.9,,,,
bias,analytic + best const R,2002,29.5,3,0.028216,0.0053701,12.215,,,,
bias,analytic + best const R,2002,29.6,3,0.02658,0.0053701,23.294,,,,
bias,analytic + best const R,2002,29.7,3,0.029155,0.0053701,28.716,,,,
bias,analytic + best const R,2002,29.8,3,0.036143,0.0053701,7.8421,,,,
bias,analytic + best const R,2002,29.9,3,0.02492,0.0053701,15.504,,,,
bias,analytic + best const R,2002,30,3,0.024941,0.0053701,13.69,,,,
bias,analytic + best const R,2002,30.1,3,0.03259,0.0053701,25.752,,,,
bias,analytic + best const R,2002,30.2,3,0.02541,0.0053701,8.3595,,,,
bias,analytic + best const R,2002,30.3,3,0.027029,0.0053701,13.607,,,,
bias,analytic + best const R,2002,30.4,3,0.037505,0.0053701,3.4357,,,,
bias,analytic + best const R,2002,30.5,3,0.033104,0.0053701,5.6088,,,,
bias,analytic + best const R,2002,30.6,3,0.028743,0.0053701,5.3757,,,,
bias,analytic + best const R,2002,30.7,3,0.031395,0.0053701,5.9681,,,,
bias,analytic + best const R,2002,30.8,3,0.015682,0.0053701,18.594,,,,
bias,analytic + best const R,2002,30.9,3,0.022863,0.0053701,9.1447,,,,
bias,analytic + best const R,2002,31,3,0.035805,0.0053701,15.048,,,,
bias,analytic + best const R,2002,31.1,3,0.02488,0.0053701,16.329,,,,
bias,analytic + best const R,2002,31.2,3,0.023738,0.0053701,5.6725,,,,
bias,analytic + best const R,2002,31.3,3,0.026666,0.0053701,3.4357,,,,
bias,analytic + best const R,2002,31.4,3,0.030152,0.0053701,7.2963,,,,
bias,analytic + best const R,2002,31.5,3,0.0392,0.0053701,19.328,,,,
bias,analytic + best const R,2002,31.6,3,0.037305,0.0053701,4.0827,,,,
bias,analytic + best const R,2002,31.7,3,0.03562,0.0053701,2.3349,,,,
bias,analytic + best const R,2002,31.8,3,0.028869,0.0053701,19.739,,,,
bias,analytic + best const R,2002,31.9,3,0.017945,0.0053701,19.881,,,,
bias,analytic + best const R,2002,32,3,0.022728,0.0053701,4.6956,,,,
bias,analytic + best const R,2002,32.1,3,0.026604,0.0053701,9.0602,,,,
bias,analytic + best const R,2002,32.2,3,0.024678,0.0053701,7.9226,,,,
bias,analytic + best const R,2002,32.3,3,0.024714,0.0053701,8.2139,,,,
bias,analytic + best const R,2002,32.4,3,0.025923,0.0053701,11.622,,,,
bias,analytic + best const R,2002,32.5,3,0.025015,0.0053701,8.504,,,,
bias,analytic + best const R,2002,32.6,3,0.029616,0.0053701,15.237,,,,
bias,analytic + best const R,2002,32.7,3,0.029914,0.0053701,25.511,,,,
bias,analytic + best const R,2002,32.8,3,0.030232,0.0053701,17.561,,,,
bias,analytic + best const R,2002,32.9,3,0.028178,0.0053701,6.6159,,,,
bias,analytic + best const R,2002,33,3,0.028179,0.0053701,11.119,,,,
bias,analytic + best const R,2002,33.1,3,0.036903,0.0053701,17.625,,,,
bias,analytic + best const R,2002,33.2,3,0.038443,0.0053701,7.0536,,,,
bias,analytic + best const R,2002,33.3,3,0.028545,0.0053701,24.264,,,,
bias,analytic + best const R,2002,33.4,3,0.017704,0.0053701,23.978,,,,
bias,analytic + best const R,2002,33.5,3,0.028899,0.0053701,5.74,,,,
bias,analytic + best const R,2002,33.6,3,0.0247,0.0053701,1.0092,,,,
bias,analytic + best const R,2002,33.7,3,0.029684,0.0053701,2.3828,,,,
bias,analytic + best const R,2002,33.8,3,0.03589,0.0053701,7.2184,,,,
bias,analytic + best const R,2002,33.9,3,0.028001,0.0053701,8.3661,,,,
bias,analytic + best const R,2002,34,3,0.024426,0.0053701,21.81,,,,
bias,analytic + best const R,2002,34.1,3,0.033941,0.0053701,5.4785,,,,
bias,analytic + best const R,2002,34.2,3,0.024519,0.0053701,25.474,,,,
bias,analytic + best const R,2002,34.3,3,0.023239,0.0053701,9.9394,,,,
bias,analytic + best const R,2002,34.4,3,0.01714,0.0053701,9.5614,,,,
bias,analytic + best const R,2002,34.5,3,0.032319,0.0053701,27.055,,,,
bias,analytic + best const R,2002,34.6,3,0.022885,0.0053701,9.16,,,,
bias,analytic + best const R,2002,34.7,3,0.027801,0.0053701,5.7205,,,,
bias,analytic + best const R,2002,34.8,3,0.020591,0.0053701,3.2317,,,,
bias,analytic + best const R,2002,34.9,3,0.026138,0.0053701,0.4061,,,,
bias,analytic + best const R,2002,35,3,0.02907,0.0053701,2.9388,,,,
bias,analytic + best const R,2002,35.1,3,0.03152,0.0053701,2.2011,,,,
bias,analytic + best const R,2002,35.2,3,0.030777,0.0053701,2.7191,,,,
bias,analytic + best const R,2002,35.3,3,0.02952,0.0053701,6.884,,,,
bias,analytic + best const R,2002,35.4,3,0.032457,0.0053701,8.5928,,,,
bias,analytic + best const R,2002,35.5,3,0.030006,0.0053701,11.992,,,,
bias,analytic + best const R,2002,35.6,3,0.027591,0.0053701,37.6,,,,
bias,analytic + best const R,2002,35.7,3,0.026686,0.0053701,3.7577,,,,
bias,analytic + best const R,2002,35.8,3,0.031949,0.0053701,20.127,,,,
bias,analytic + best const R,2002,35.9,3,0.023513,0.0053701,11.625,,,,
bias,analytic + best const R,2002,36,3,0.0345,0.0053701,18.495,,,,
bias,analytic + best const R,2002,36.1,3,0.033834,0.0053701,10.13,,,,
bias,analytic + best const R,2002,36.2,3,0.036868,0.0053701,5.6645,,,,
bias,analytic + best const R,2002,36.3,3,0.029638,0.0053701,3.8411,,,,
bias,analytic + best const R,2002,36.4,3,0.018762,0.0053701,7.8266,,,,
bias,analytic + best const R,2002,36.5,3,0.026189,0.0053701,5.3369,,,,
bias,analytic + best const R,2002,36.6,3,0.02079,0.0053701,10.695,,,,
bias,analytic + best const R,2002,36.7,3,0.028014,0.0053701,3.3964,,,,
bias,analytic + best const R,2002,36.8,3,0.019082,0.0053701,10.391,,,,
bias,analytic + best const R,2002,36.9,3,0.025704,0.0053701,3.885,,,,
bias,analytic + best const R,2002,37,3,0.025467,0.0053701,3.3899,,,,
bias,analytic + best const R,2002,37.1,3,0.020163,0.0053701,6.3089,,,,
bias,analytic + best const R,2002,37.2,3,0.031693,0.0053701,9.1976,,,,
bias,analytic + best const R,2002,37.3,3,0.025682,0.0053701,6.9545,,,,
bias,analytic + best const R,2002,37.4,3,0.030927,0.0053701,7.2544,,,,
bias,analytic + best const R,2002,37.5,3,0.03617,0.0053701,11.072,,,,
bias,analytic + best const R,2002,37.6,3,0.027215,0.0053701,2.9223,,,,
bias,analytic + best const R,2002,37.7,3,0.031353,0.0053701,16.085,,,,
bias,analytic + best const R,2002,37.8,3,0.028468,0.0053701,4.7855,,,,
bias,analytic + best const R,2002,37.9,3,0.026413,0.0053701,7.4249,,,,
bias,analytic + best const R,2002,38,3,0.023737,0.0053701,16.637,,,,
bias,analytic + best const R,2002,38.1,3,0.027296,0.0053701,15.312,,,,
bias,analytic + best const R,2002,38.2,3,0.023446,0.0053701,8.6088,,,,
bias,analytic + best const R,2002,38.3,3,0.023139,0.0053701,12.029,,,,
bias,analytic + best const R,2002,38.4,3,0.032234,0.0053701,7.047,,,,
bias,analytic + best const R,2002,38.5,3,0.028136,0.0053701,5.0375,,,,
bias,analytic + best const R,2002,38.6,3,0.021502,0.0053701,6.359,,,,
bias,analytic + best const R,2002,38.7,3,0.03112,0.0053701,9.5853,,,,
bias,analytic + best const R,2002,38.8,3,0.028289,0.0053701,2.8956,,,,
bias,analytic + best const R,2002,38.9,3,0.025823,0.0053701,18.657,,,,
bias,analytic + best const R,2002,39,3,0.036548,0.0053701,12.534,,,,
bias,analytic + best const R,2002,39.1,3,0.029496,0.0053701,4.8314,,,,
bias,analytic + best const R,2002,39.2,3,0.022918,0.0053701,9.0352,,,,
bias,analytic + best const R,2002,39.3,3,0.026418,0.0053701,15.078,,,,
bias,analytic + best const R,2002,39.4,3,0.032654,0.0053701,10.095,,,,
bias,analytic + best const R,2002,39.5,3,0.018613,0.0053701,4.1186,,,,
bias,analytic + best const R,2002,39.6,3,0.020199,0.0053701,3.5013,,,,
bias,analytic + best const R,2002,39.7,3,0.02593,0.0053701,8.2166,,,,
