scenario,arm,seed,t,severity,speed_error,speed_sd,nis,bias_left,noise_left,r_ale_left,r_unm_left
noise_inflation,analytic + best const R,2002,37.7,3,-0.0098811,0.0053701,15.4,,,,
noise_inflation,analytic + best const R,2002,37.8,3,-0.0042455,0.0053701,12.789,,,,
noise_inflation,analytic + best const R,2002,37.9,3,-0.0066316,0.0053701,23.456,,,,
noise_inflation,analytic + best const R,2002,38,3,-0.0079008,0.0053701,66.025,,,,
noise_inflation,analytic + best const R,2002,38.1,3,0.0063569,0.0053701,1.5811,,,,
noise_inflation,analytic + best const R,2002,38.2,3,-0.011136,0.0053701,27.714,,,,
noise_inflation,analytic + best const R,2002,38.3,3,-0.00036932,0.0053701,30.274,,,,
noise_inflation,analytic + best const R,2002,38.4,3,0.015986,0.0053701,0.77285,,,,
noise_inflation,analytic + best const R,2002,38.5,3,-0.0061963,0.0053701,1.1054,,,,
noise_inflation,analytic + best const R,2002,38.6,3,-0.037809,0.0053701,54.945,,,,
noise_inflation,analytic + best const R,2002,38.7,3,0.010853,0.0053701,9.7467,,,,
noise_inflation,analytic + best const R,2002,38.8,3,0.016046,0.0053701,11.693,,,,
noise_inflation,analytic + best const R,2002,38.9,3,0.010904,0.0053701,6.1097,,,,
noise_inflation,analytic + best const R,2002,39,3,0.016167,0.0053701,9.2959,,,,
noise_inflation,analytic + best const R,2002,39.1,3,-2.1836e-05,0.0053701,1.3135,,,,
noise_inflation,analytic + best const R,2002,39.2,3,-0.02742,0.0053701,58.165,,,,
noise_inflation,analytic + best const R,2002,39.3,3,0.0020564,0.0053701,2.4003,,,,
noise_inflation,analytic + best const R,2002,39.4,3,0.017597,0.0053701,29.561,,,,
noise_inflation,analytic + best const R,2002,39.5,3,-0.01006,0.0053701,4.5691,,,,
noise_inflation,analytic + best const R,2002,39.6,3,-0.0123,0.0053701,18.605,,,,
noise_inflation,analytic + best const R,2002,39.7,3,-0.010063,0.0053701,0.88926,,,,
noise_inflation,analytic + best const R,2002,39.8,3,-0.027748,0.0053701,2.809,,,,
noise_inflation,analytic + best const R,2002,39.9,3,-0.0013113,0.0053701,33.78,,,,
noise_inflation,analytic + best const R,2003,0,0,-0.0098558,0.0097498,0.0093543,,,,
noise_inflation,analytic + best const R,2003,0.1,0,-0.00096721,0.0064973,1.2364,,,,
noise_inflation,analytic + best const R,2003,0.2,0,-0.00068312,0.0056942,2.3604,,,,
noise_inflation,analytic + best const R,2003,0.3,0,-0.0011273,0.0054014,0.7914,,,,
noise_inflation,analytic + best const R,2003,0.4,0,-0.0056686,0.0053715,0.74258,,,,
noise_inflation,analytic + best const R,2003,0.5,0,-0.004575,0.0053711,1.6711,,,,
noise_inflation,analytic + best const R,2003,0.6,0,0.0049525,0.0053703,9.725,,,,
noise_inflation,analytic + best const R,2003,0.7,0,0.007183,0.0053701,3.3018,,,,
noise_inflation,analytic + best const R,2003,0.8,0,-0.0048757,0.0053701,6.3362,,,,
noise_inflation,analytic + best const R,2003,0.9,0,0.0014622,0.0053701,1.415,,,,
noise_inflation,analytic + best const R,2003,1,0,0.005248,0.0053701,0.39115,,,,
noise_inflation,analytic + best const R,2003,1.1,0,-0.001865,0.0053701,3.5112,,,,
noise_inflation,analytic + best const R,2003,1.2,0,0.0017788,0.0053701,3.6393,,,,
noise_inflation,analytic + best const R,2003,1.3,0,-0.0030721,0.0053701,1.9704,,,,
noise_inflation,analytic + best const R,2003,1.4,0,-0.0017124,0.0053701,4.9213,,,,
noise_inflation,analytic + best const R,2003,1.5,0,0.0061624,0.0053701,9.1005,,,,
noise_inflation,analytic + best const R,2003,1.6,0,0.00033952,0.0053701,3.6146,,,,
noise_inflation,analytic + best const R,2003,1.7,0,-0.0019934,0.0053701,4.5043,,,,
noise_inflation,analytic + best const R,2003,1.8,0,0.00044062,0.0053701,0.9989,,,,
noise_inflation,analytic + best const R,2003,1.9,0,-0.0095509,0.0053701,8.8383,,,,
noise_inflation,analytic + best const R,2003,2,0,-0.012218,0.0053701,4.1739,,,,
noise_inflation,analytic + best const R,2003,2.1,0,0.0058548,0.0053701,1.3662,,,,
noise_inflation,analytic + best const R,2003,2.2,0,0.010656,0.0053701,4.225,,,,
noise_inflation,analytic + best const R,2003,2.3,0,0.0021013,0.0053701,2.4296,,,,
noise_inflation,analytic + best const R,2003,2.4,0,0.003783,0.0053701,9.2285,,,,
noise_inflation,analytic + best const R,2003,2.5,0,0.0023298,0.0053701,7.6465,,,,
noise_inflation,analytic + best const R,2003,2.6,0,-0.0018624,0.0053701,8.5947,,,,
noise_inflation,analytic + best const R,2003,2.7,0,0.0015547,0.0053701,1.3978,,,,
noise_inflation,analytic + best const R,2003,2.8,0,-0.011088,0.0053701,11.732,,,,
noise_inflation,analytic + best const R,2003,2.9,0,-0.0066926,0.0053701,2.0524,,,,
noise_inflation,analytic + best const R,2003,3,0,-0.0071685,0.0053701,13.932,,,,
noise_inflation,analytic + best const R,2003,3.1,0,-0.0043175,0.0053701,4.7007,,,,
noise_inflation,analytic + best const R,2003,3.2,0,0.0053364,0.0053701,3.7218,,,,
noise_inflation,analytic + best const R,2003,3.3,0,-0.0062394,0.0053701,0.43383,,,,
noise_inflation,analytic + best const R,2003,3.4,0,-0.012089,0.0053701,1.7858,,,,
noise_inflation,analytic + best const R,2003,3.5,0,0.01092,0.0053701,0.83451,,,,
noise_inflation,analytic + best const R,2003,3.6,0,-0.0057031,0.0053701,3.4465,,,,
noise_inflation,analytic + best const R,2003,3.7,0,0.0060521,0.0053701,0.35798,,,,
noise_inflation,analytic + best const R,2003,3.8,0,0.0027793,0.0053701,5.1084,,,,
noise_inflation,analytic + best const R,2003,3.9,0,-0.01251,0.0053701,3.2805,,,,
noise_inflation,analytic + best const R,2003,4,0,-0.0053627,0.0053701,1.9482,,,,
noise_inflation,analytic + best const R,2003,4.1,0,0.004662,0.0053701,7.975,,,,
noise_inflation,analytic + best const R,2003,4.2,0,0.0057361,0.0053701,0.97889,,,,
noise_inflation,analytic + best const R,2003,4.3,0,0.0014787,0.0053701,2.3692,,,,
noise_inflation,analytic + best const R,2003,4.4,0,-0.0045665,0.0053701,1.2486,,,,
noise_inflation,analytic + best const R,2003,4.5,0,0.0020032,0.0053701,3.6584,,,,
noise_inflation,analytic + best const R,2003,4.6,0,0.014802,0.0053701,3.2259,,,,
noise_inflation,analytic + best const R,2003,4.7,0,0.004873,0.0053701,3.7731,,,,
noise_inflation,analytic + best const R,2003,4.8,0,0.0037339,0.0053701,3.1816,,,,
noise_inflation,analytic + best const R,2003,4.9,0,-0.0034721,0.0053701,0.80488,,,,
noise_inflation,analytic + best const R,2003,5,0,0.0076986,0.0053701,2.6676,,,,
noise_inflation,analytic + best const R,2003,5.1,0,0.0055503,0.0053701,10.198,,,,
noise_inflation,analytic + best const R,2003,5.2,0,0.0049051,0.0053701,8.5183,,,,
noise_inflation,analytic + best const R,2003,5.3,0,-0.010392,0.0053701,1.8761,,,,
noise_inflation,analytic + best const R,2003,5.4,0,0.0078905,0.0053701,1.546,,,,
noise_inflation,analytic + best const R,2003,5.5,0,-0.0011,0.0053701,0.58197,,,,
noise_inflation,analytic + best const R,2003,5.6,0,0.0095328,0.0053701,4.3157,,,,
noise_inflation,analytic + best const R,2003,5.7,0,-0.010096,0.0053701,9.4291,,,,
noise_inflation,analytic + best const R,2003,5.8,0,-0.0023132,0.0053701,4.2351,,,,
noise_inflation,analytic + best const R,2003,5.9,0,-0.0071799,0.0053701,1.1285,,,,
noise_inflation,analytic + best const R,2003,6,0,0.0045787,0.0053701,1.5568,,,,
noise_inflation,analytic + best const R,2003,6.1,0,0.0038215,0.0053701,0.79972,,,,
noise_inflation,analytic + best const R,2003,6.2,0,0.0021664,0.0053701,2.0943,,,,
noise_inflation,analytic + best const R,2003,6.3,0,-0.0035044,0.0053701,0.36322,,,,
noise_inflation,analytic + best const R,2003,6.4,0,0.0029785,0.0053701,3.4118,,,,
noise_inflation,analytic + best const R,2003,6.5,0,-0.002744,0.0053701,0.048059,,,,
noise_inflation,analytic + best const R,2003,6.6,0,-0.0040538,0.0053701,0.2231,,,,
noise_inflation,analytic + best const R,2003,6.7,0,0.0020158,0.0053701,6.5074,,,,
noise_inflation,analytic + best const R,2003,6.8,0,0.00022291,0.0053701,0.93009,,,,
noise_inflation,analytic + best const R,2003,6.9,0,0.0045562,0.0053701,0.88027,,,,
noise_inflation,analytic + best const R,2003,7,0,0.00044973,0.0053701,0.41971,,,,
noise_inflation,analytic + best const R,2003,7.1,0,-0.0033692,0.0053701,0.74303,,,,
noise_inflation,analytic + best const R,2003,7.2,0,-0.0065906,0.0053701,0.8408,,,,
noise_inflation,analytic + best const R,2003,7.3,0,-0.0014599,0.0053701,6.2105,,,,
noise_inflation,analytic + best const R,2003,7.4,0,-0.0013175,0.0053701,1.3188,,,,
noise_inflation,analytic + best const R,2003,7.5,0,0.00022597,0.0053701,0.55762,,,,
noise_inflation,analytic + best const R,2003,7.6,0,0.0011579,0.0053701,1.0785,,,,
noise_inflation,analytic + best const R,2003,7.7,0,-0.0091834,0.0053701,6.911,,,,
noise_inflation,analytic + best const R,2003,7.8,0,-0.0084075,0.0053701,3.5445,,,,
noise_inflation,analytic + best const R,2003,7.9,0,-0.0018549,0.0053701,8.4854,,,,
noise_inflation,analytic + best const R,2003,8,3,-0.017582,0.0053701,75.997,,,,
noise_inflation,analytic + best const R,2003,8.1,3,0.00945,0.0053701,2.4439,,,,
noise_inflation,analytic + best const R,2003,8.2,3,-0.0079455,0.0053701,220.01,,,,
noise_inflation,analytic + best const R,2003,8.3,3,0.0016092,0.0053701,0.66738,,,,
noise_inflation,analytic + best const R,2003,8.4,3,-0.0044215,0.0053701,12.029,,,,
noise_inflation,analytic + best const R,2003,8.5,3,0.0045734,0.0053701,35.939,,,,
noise_inflation,analytic + best const R,2003,8.6,3,-0.0018866,0.0053701,3.9655,,,,
noise_inflation,analytic + best const R,2003,8.7,3,-0.011072,0.0053701,27.238,,,,
noise_inflation,analytic + best const R,2003,8.8,3,-0.0024992,0.0053701,7.6016,,,,
noise_inflation,analytic + best const R,2003,8.9,3,-0.024565,0.0053701,40.416,,,,
noise_inflation,analytic + best const R,2003,9,3,0.0056768,0.0053701,33.965,,,,
noise_inflation,analytic + best const R,2003,9.1,3,0.012913,0.0053701,3.6749,,,,
noise_inflation,analytic + best const R,2003,9.2,3,-0.0053536,0.0053701,62.509,,,,
noise_inflation,analytic + best const R,2003,9.3,3,-0.029426,0.0053701,13.374,,,,
noise_inflation,analytic + best const R,2003,9.4,3,0.0063014,0.0053701,8.2631,,,,
noise_inflation,analytic + best const R,2003,9.5,3,-0.0024096,0.0053701,0.69925,,,,
noise_inflation,analytic + best const R,2003,9.6,3,0.014147,0.0053701,0.89199,,,,
noise_inflation,analytic + best const R,2003,9.7,3,-0.010177,0.0053701,18.586,,,,
noise_inflation,analytic + best const R,2003,9.8,3,-0.048238,0.0053701,12.663,,,,
noise_inflation,analytic + best const R,2003,9.9,3,-0.013846,0.0053701,1.8597,,,,
noise_inflation,analytic + best const R,2003,10,3,-0.011304,0.0053701,3.9128,,,,
noise_inflation,analytic + best const R,2003,10.1,3,0.037746,0.0053701,18.775,,,,
noise_inflation,analytic + best const R,2003,10.2,3,-0.0044437,0.0053701,3.6985,,,,
noise_inflation,analytic + best const R,2003,10.3,3,-0.0119,0.0053701,14.666,,,,
noise_inflation,analytic + best const R,2003,10.4,3,0.015928,0.0053701,14.275,,,,
noise_inflation,analytic + best const R,2003,10.5,3,0.031015,0.0053701,12.803,,,,
noise_inflation,analytic + best const R,2003,10.6,3,0.004132,0.0053701,0.34519,,,,
noise_inflation,analytic + best const R,2003,10.7,3,-0.017835,0.0053701,7.6691,,,,
noise_inflation,analytic + best const R,2003,10.8,3,-0.010723,0.0053701,6.2963,,,,
noise_inflation,analytic + best const R,2003,10.9,3,0.0010685,0.0053701,3.3225,,,,
noise_inflation,analytic + best const R,2003,11,3,-0.0042574,0.0053701,25.166,,,,
noise_inflation,analytic + best const R,2003,11.1,3,-0.0062049,0.0053701,14.993,,,,
noise_inflation,analytic + best const R,2003,11.2,3,-0.0024046,0.0053701,5.7697,,,,
noise_inflation,analytic + best const R,2003,11.3,3,0.0011035,0.0053701,6.079,,,,
noise_inflation,analytic + best const R,2003,11.4,3,0.024947,0.0053701,40.566,,,,
noise_inflation,analytic + best const R,2003,11.5,3,0.0034361,0.0053701,17.215,,,,
noise_inflation,analytic + best const R,2003,11.6,3,0.0078274,0.0053701,14.359,,,,
noise_inflation,analytic + best const R,2003,11.7,3,-0.007774,0.0053701,10.46,,,,
noise_inflation,analytic + best const R,2003,11.8,3,-0.025158,0.0053701,40.495,,,,
noise_inflation,analytic + best const R,2003,11.9,3,-0.027009,0.0053701,11.821,,,,
noise_inflation,analytic + best const R,2003,12,3,-0.0056817,0.0053701,4.5012,,,,
noise_inflation,analytic + best const R,2003,12.1,3,0.0065972,0.0053701,6.8257,,,,
noise_inflation,analytic + best const R,2003,12.2,3,-0.0027489,0.0053701,17.936,,,,
noise_inflation,analytic + best const R,2003,12.3,3,0.01141,0.0053701,1.1463,,,,
noise_inflation,analytic + best const R,2003,12.4,3,0.012002,0.0053701,5.8345,,,,
noise_inflation,analytic + best const R,2003,12.5,3,-0.0020202,0.0053701,21.488,,,,
noise_inflation,analytic + best const R,2003,12.6,3,0.0022399,0.0053701,3.1534,,,,
noise_inflation,analytic + best const R,2003,12.7,3,0.0025467,0.0053701,22.546,,,,
noise_inflation,analytic + best const R,2003,12.8,3,-0.014595,0.0053701,10.406,,,,
noise_inflation,analytic + best const R,2003,12.9,3,0.0054107,0.0053701,7.5379,,,,
noise_inflation,analytic + best const R,2003,13,3,0.00036969,0.0053701,4.296,,,,
noise_inflation,analytic + best const R,2003,13.1,3,-0.011022,0.0053701,28.122,,,,
noise_inflation,analytic + best const R,2003,13.2,3,-0.009746,0.0053701,13.836,,,,
noise_inflation,analytic + best const R,2003,13.3,3,0.0029526,0.0053701,2.1559,,,,
noise_inflation,analytic + best const R,2003,13.4,3,0.012095,0.0053701,18.866,,,,
noise_inflation,analytic + best const R,2003,13.5,3,-0.0059138,0.0053701,6.9866,,,,
noise_inflation,analytic + best const R,2003,13.6,3,0.023926,0.0053701,0.48778,,,,
noise_inflation,analytic + best const R,2003,13.7,3,0.0062716,0.0053701,3.8514,,,,
noise_inflation,analytic + best const R,2003,13.8,3,-0.0040973,0.0053701,17.005,,,,
noise_inflation,analytic + best const R,2003,13.9,3,0.0076928,0.0053701,0.62005,,,,
noise_inflation,analytic + best const R,2003,14,3,-0.020597,0.0053701,4.6009,,,,
noise_inflation,analytic + best const R,2003,14.1,3,0.0065563,0.0053701,8.5483,,,,
noise_inflation,analytic + best const R,2003,14.2,3,-0.018915,0.0053701,35.446,,,,
noise_inflation,analytic + best const R,2003,14.3,3,-0.006794,0.0053701,14.756,,,,
noise_inflation,analytic + best const R,2003,14.4,3,0.0029693,0.0053701,4.8718,,,,
noise_inflation,analytic + best const R,2003,14.5,3,-0.0050323,0.0053701,1.0551,,,,
noise_inflation,analytic + best const R,2003,14.6,3,-0.022117,0.0053701,0.90518,,,,
noise_inflation,analytic + best const R,2003,14.7,3,-0.0068398,0.0053701,109.12,,,,
noise_inflation,analytic + best const R,2003,14.8,3,-0.015463,0.0053701,12.81,,,,
noise_inflation,analytic + best const R,2003,14.9,3,0.023799,0.0053701,46.049,,,,
noise_inflation,analytic + best const R,2003,15,3,0.021878,0.0053701,4.5007,,,,
noise_inflation,analytic + best const R,2003,15.1,3,0.0033389,0.0053701,16.43,,,,
noise_inflation,analytic + best const R,2003,15.2,3,-0.0086584,0.0053701,10.822,,,,
noise_inflation,analytic + best const R,2003,15.3,3,0.018909,0.0053701,68.732,,,,
noise_inflation,analytic + best const R,2003,15.4,3,0.027664,0.0053701,4.9026,,,,
noise_inflation,analytic + best const R,2003,15.5,3,0.024299,0.0053701,8.0369,,,,
noise_inflation,analytic + best const R,2003,15.6,3,0.0020609,0.0053701,26.192,,,,
noise_inflation,analytic + best const R,2003,15.7,3,-0.016423,0.0053701,8.4568,,,,
noise_inflation,analytic + best const R,2003,15.8,3,0.029904,0.0053701,44.818,,,,
noise_inflation,analytic + best const R,2003,15.9,3,-0.019548,0.0053701,27.574,,,,
noise_inflation,analytic + best const R,2003,16,3,-0.022856,0.0053701,13.132,,,,
noise_inflation,analytic + best const R,2003,16.1,3,0.0095785,0.0053701,28.359,,,,
noise_inflation,analytic + best const R,2003,16.2,3,0.0099895,0.0053701,22.14,,,,
noise_inflation,analytic + best const R,2003,16.3,3,-0.00015885,0.0053701,17.038,,,,
noise_inflation,analytic + best const R,2003,16.4,3,-9.5744e-05,0.0053701,5.5822,,,,
noise_inflation,analytic + best const R,2003,16.5,3,-0.0047198,0.0053701,19.458,,,,
noise_inflation,analytic + best const R,2003,16.6,3,0.013383,0.0053701,90.117,,,,
noise_inflation,analytic + best const R,2003,16.7,3,0.020975,0.0053701,23.753,,,,
noise_inflation,analytic + best const R,2003,16.8,3,-0.00068326,0.0053701,36.107,,,,
noise_inflation,analytic + best const R,2003,16.9,3,-0.02083,0.0053701,15.012,,,,
noise_inflation,analytic + best const R,2003,17,3,-0.011749,0.0053701,9.8834,,,,
noise_inflation,analytic + best const R,2003,17.1,3,0.00010561,0.0053701,4.5374,,,,
noise_inflation,analytic + best const R,2003,17.2,3,-0.016644,0.0053701,1.2177,,,,
noise_inflation,analytic + best const R,2003,17.3,3,0.0014719,0.0053701,12.075,,,,
noise_inflation,analytic + best const R,2003,17.4,3,0.0059679,0.0053701,4.3958,,,,
noise_inflation,analytic + best const R,2003,17.5,3,-0.010835,0.0053701,42.009,,,,
noise_inflation,analytic + best const R,2003,17.6,3,-0.025383,0.0053701,83.229,,,,
noise_inflation,analytic + best const R,2003,17.7,3,-0.016317,0.0053701,16.611,,,,
noise_inflation,analytic + best const R,2003,17.8,3,-0.010424,0.0053701,70.593,,,,
noise_inflation,analytic + best const R,2003,17.9,3,0.0071277,0.0053701,23.098,,,,
noise_inflation,analytic + best const R,2003,18,3,-0.015725,0.0053701,64.232,,,,
noise_inflation,analytic + best const R,2003,18.1,3,-0.0097769,0.0053701,12.32,,,,
noise_inflation,analytic + best const R,2003,18.2,3,0.0075074,0.0053701,0.44698,,,,
noise_inflation,analytic + best const R,2003,18.3,3,-0.010538,0.0053701,16.434,,,,
noise_inflation,analytic + best const R,2003,18.4,3,-0.021277,0.0053701,27.923,,,,
noise_inflation,analytic + best const R,2003,18.5,3,-0.0024621,0.0053701,8.1952,,,,
noise_inflation,analytic + best const R,2003,18.6,3,0.0082389,0.0053701,11.48,,,,
noise_inflation,analytic + best const R,2003,18.7,3,0.021611,0.0053701,18.044,,,,
noise_inflation,analytic + best const R,2003,18.8,3,0.011757,0.0053701,33.471,,,,
noise_inflation,analytic + best const R,2003,18.9,3,-0.00053275,0.0053701,6.576,,,,
noise_inflation,analytic + best const R,2003,19,3,0.011492,0.0053701,2.8539,,,,
noise_inflation,analytic + best const R,2003,19.1,3,0.022856,0.0053701,2.9954,,,,
noise_inflation,analytic + best const R,2003,19.2,3,0.016984,0.0053701,2.1371,,,,
noise_inflation,analytic + best const R,2003,19.3,3,0.023094,0.0053701,1.149,,,,
noise_inflation,analytic + best const R,2003,19.4,3,-0.017902,0.0053701,14.718,,,,
noise_inflation,analytic + best const R,2003,19.5,3,0.0010155,0.0053701,9.1139,,,,
noise_inflation,analytic + best const R,2003,19.6,3,-0.022029,0.0053701,59.456,,,,
noise_inflation,analytic + best const R,2003,19.7,3,-0.0041912,0.0053701,8.5597,,,,
noise_inflation,analytic + best const R,2003,19.8,3,-0.0036774,0.0053701,10.592,,,,
noise_inflation,analytic + best const R,2003,19.9,3,-0.0074205,0.0053701,0.49428,,,,
noise_inflation,analytic + best const R,2003,20,3,-0.016657,0.0053701,4.646,,,,
noise_inflation,analytic + best const R,2003,20.1,3,0.026619,0.0053701,36.959,,,,
noise_inflation,analytic + best const R,2003,20.2,3,0.012048,0.0053701,22.333,,,,
noise_inflation,analytic + best const R,2003,20.3,3,-0.019474,0.0053701,20.455,,,,
noise_inflation,analytic + best const R,2003,20.4,3,-0.01906,0.0053701,23.921,,,,
noise_inflation,analytic + best const R,2003,20.5,3,-0.00041685,0.0053701,0.62453,,,,
noise_inflation,analytic + best const R,2003,20.6,3,-0.0028881,0.0053701,12.555,,,,
noise_inflation,analytic + best const R,2003,20.7,3,0.00056823,0.0053701,2.9814,,,,
noise_inflation,analytic + best const R,2003,20.8,3,0.0080873,0.0053701,6.862,,,,
noise_inflation,analytic + best const R,2003,20.9,3,0.0044262,0.0053701,0.20146,,,,
noise_inflation,analytic + best const R,2003,21,3,0.0085342,0.0053701,69.554,,,,
noise_inflation,analytic + best const R,2003,21.1,3,0.025048,0.0053701,5.9958,,,,
noise_inflation,analytic + best const R,2003,21.2,3,-0.007566,0.0053701,8.7729,,,,
noise_inflation,analytic + best const R,2003,21.3,3,-0.013051,0.0053701,1.4625,,,,
noise_inflation,analytic + best const R,2003,21.4,3,-0.010273,0.0053701,29.993,,,,
noise_inflation,analytic + best const R,2003,21.5,3,-0.029723,0.0053701,1.0683,,,,
noise_inflation,analytic + best const R,2003,21.6,3,-0.012267,0.0053701,2.7711,,,,
noise_inflation,analytic + best const R,2003,21.7,3,0.0031163,0.0053701,5.8993,,,,
noise_inflation,analytic + best const R,2003,21.8,3,0.012717,0.0053701,31.207,,,,
noise_inflation,analytic + best const R,2003,21.9,3,0.013072,0.0053701,56.332,,,,
noise_inflation,analytic + best const R,2003,22,3,0.0019397,0.0053701,9.835,,,,
noise_inflation,analytic + best const R,2003,22.1,3,0.018266,0.0053701,18.634,,,,
noise_inflation,analytic + best const R,2003,22.2,3,0.0078274,0.0053701,1.7495,,,,
noise_inflation,analytic + best const R,2003,22.3,3,0.0084606,0.0053701,75.28,,,,
noise_inflation,analytic + best const R,2003,22.4,3,0.017377,0.0053701,12.317,,,,
noise_inflation,analytic + best const R,2003,22.5,3,-0.0064831,0.0053701,5.075,,,,
noise_inflation,analytic + best const R,2003,22.6,3,0.012309,0.0053701,40.095,,,,
noise_inflation,analytic + best const R,2003,22.7,3,0.0061088,0.0053701,9.8943,,,,
noise_inflation,analytic + best const R,2003,22.8,3,-0.010413,0.0053701,12.483,,,,
noise_inflation,analytic + best const R,2003,22.9,3,-0.012994,0.0053701,1.5841,,,,
noise_inflation,analytic + best const R,2003,23,3,0.010426,0.0053701,13.37,,,,
noise_inflation,analytic + best const R,2003,23.1,3,-0.017449,0.0053701,2.782,,,,
noise_inflation,analytic + best const R,2003,23.2,3,-0.010956,0.0053701,2.0704,,,,
noise_inflation,analytic + best const R,2003,23.3,3,-0.0048568,0.0053701,15.903,,,,
noise_inflation,analytic + best const R,2003,23.4,3,-0.012987,0.0053701,40.655,,,,
noise_inflation,analytic + best const R,2003,23.5,3,-0.018047,0.0053701,4.8661,,,,
noise_inflation,analytic + best const R,2003,23.6,3,-1.8959e-05,0.0053701,21.239,,,,
noise_inflation,analytic + best const R,2003,23.7,3,-0.0062777,0.0053701,20.1,,,,
noise_inflation,analytic + best const R,2003,23.8,3,0.0097028,0.0053701,13.447,,,,
noise_inflation,analytic + best const R,2003,23.9,3,-0.0018445,0.0053701,30.074,,,,
noise_inflation,analytic + best const R,2003,24,3,-0.020197,0.0053701,6.1126,,,,
noise_inflation,analytic + best const R,2003,24.1,3,-0.0062465,0.0053701,53.443,,,,
noise_inflation,analytic + best const R,2003,24.2,3,-0.023621,0.0053701,14.752,,,,
noise_inflation,analytic + best const R,2003,24.3,3,-0.020018,0.0053701,4.5913,,,,
noise_inflation,analytic + best const R,2003,24.4,3,0.0031176,0.0053701,10.994,,,,
noise_inflation,analytic + best const R,2003,24.5,3,-0.00684,0.0053701,59.652,,,,
noise_inflation,analytic + best const R,2003,24.6,3,-0.0080254,0.0053701,1.6752,,,,
noise_inflation,analytic + best const R,2003,24.7,3,-0.028635,0.0053701,11.49,,,,
noise_inflation,analytic + best const R,2003,24.8,3,-0.018096,0.0053701,21.428,,,,
noise_inflation,analytic + best const R,2003,24.9,3,0.0057739,0.0053701,6.9827,,,,
noise_inflation,analytic + best const R,2003,25,3,0.0068115,0.0053701,37.67,,,,
noise_inflation,analytic + best const R,2003,25.1,3,-0.018936,0.0053701,7.2163,,,,
noise_inflation,analytic + best const R,2003,25.2,3,-0.025688,0.0053701,23.303,,,,
noise_inflation,analytic + best const R,2003,25.3,3,0.001613,0.0053701,7.3107,,,,
noise_inflation,analytic + best const R,2003,25.4,3,-0.0024254,0.0053701,8.0336,,,,
noise_inflation,analytic + best const R,2003,25.5,3,-0.011764,0.0053701,20.982,,,,
noise_inflation,analytic + best const R,2003,25.6,3,-0.015641,0.0053701,41.923,,,,
noise_inflation,analytic + best const R,2003,25.7,3,0.0043397,0.0053701,12.95,,,,
noise_inflation,analytic + best const R,2003,25.8,3,0.028352,0.0053701,13.863,,,,
noise_inflation,analytic + best const R,2003,25.9,3,0.029601,0.0053701,3.2246,,,,
noise_inflation,analytic + best const R,2003,26,3,0.010683,0.0053701,14,,,,
noise_inflation,analytic + best const R,2003,26.1,3,-0.017937,0.0053701,26.172,,,,
noise_inflation,analytic + best const R,2003,26.2,3,0.0077109,0.0053701,3.8423,,,,
noise_inflation,analytic + best const R,2003,26.3,3,0.012213,0.0053701,7.5039,,,,
noise_inflation,analytic + best const R,2003,26.4,3,0.039482,0.0053701,10.444,,,,
noise_inflation,analytic + best const R,2003,26.5,3,-0.014042,0.0053701,0.3789,,,,
noise_inflation,analytic + best const R,2003,26.6,3,0.0067912,0.0053701,3.022,,,,
noise_inflation,analytic + best const R,2003,26.7,3,0.011828,0.0053701,31.393,,,,
noise_inflation,analytic + best const R,2003,26.8,3,5.3908e-05,0.0053701,1.8445,,,,
noise_inflation,analytic + best const R,2003,26.9,3,0.0083668,0.0053701,1.4428,,,,
noise_inflation,analytic + best const R,2003,27,3,-0.036792,0.0053701,80.164,,,,
noise_inflation,analytic + best const R,2003,27.1,3,-0.023004,0.0053701,3.7943,,,,
noise_inflation,analytic + best const R,2003,27.2,3,0.0065185,0.0053701,12.593,,,,
noise_inflation,analytic + best const R,2003,27.3,3,-0.0015342,0.0053701,25.724,,,,
noise_inflation,analytic + best const R,2003,27.4,3,-0.0052606,0.0053701,2.0435,,,,
noise_inflation,analytic + best const R,2003,27.5,3,0.01284,0.0053701,0.56952,,,,
noise_inflation,analytic + best const R,2003,27.6,3,0.0048472,0.0053701,7.0863,,,,
noise_inflation,analytic + best const R,2003,27.7,3,-0.014853,0.0053701,28.342,,,,
noise_inflation,analytic + best const R,2003,27.8,3,-0.0098357,0.0053701,1.0546,,,,
noise_inflation,analytic + best const R,2003,27.9,3,0.0035915,0.0053701,3.3163,,,,
noise_inflation,analytic + best const R,2003,28,3,-0.0060849,0.0053701,16.36,,,,
noise_inflation,analytic + best const R,2003,28.1,3,-0.011433,0.0053701,9.9032,,,,
noise_inflation,analytic + best const R,2003,28.2,3,0.0055177,0.0053701,18.465,,,,
noise_inflation,analytic + best const R,2003,28.3,3,-0.01169,0.0053701,8.435,,,,
noise_inflation,analytic + best const R,2003,28.4,3,-0.029496,0.0053701,2.5864,,,,
noise_inflation,analytic + best const R,2003,28.5,3,-0.0038478,0.0053701,33.547,,,,
noise_inflation,analytic + best const R,2003,28.6,3,-0.0033356,0.0053701,28.224,,,,
noise_inflation,analytic + best const R,2003,28.7,3,-0.0090739,0.0053701,31.147,,,,
noise_inflation,analytic + best const R,2003,28.8,3,-0.0037196,0.0053701,1.1748,,,,
noise_inflation,analytic + best const R,2003,28.9,3,-0.006913,0.0053701,3.0077,,,,
