arm,condition,mode,severity,channel,seed,speed_rmse,nis,nees
combined,noise 0.5,noise_inflation,0.5,left_encoder,2005,0.00881969,2.12293,2.16817
combined,noise 0.5,noise_inflation,0.5,left_encoder,2006,0.00585791,2.38802,1.56444
combined,noise 0.5,noise_inflation,0.5,left_encoder,2007,0.00586619,2.03798,1.29219
combined,noise 1.5,noise_inflation,1.5,left_encoder,2000,0.0104452,2.51154,2.43452
combined,noise 1.5,noise_inflation,1.5,left_encoder,2001,0.0109992,2.37366,2.19075
combined,noise 1.5,noise_inflation,1.5,left_encoder,2002,0.0105224,2.5998,2.4078
combined,noise 1.5,noise_inflation,1.5,left_encoder,2003,0.00816596,2.55087,1.67573
combined,noise 1.5,noise_inflation,1.5,left_encoder,2004,0.00947096,2.471,2.01724
combined,noise 1.5,noise_inflation,1.5,left_encoder,2005,0.0103621,2.4914,2.09814
combined,noise 1.5,noise_inflation,1.5,left_encoder,2006,0.00812877,2.6033,1.54914
combined,noise 1.5,noise_inflation,1.5,left_encoder,2007,0.00667839,2.30921,1.30327
combined,noise 3.0,noise_inflation,3,left_encoder,2000,0.0159595,3.05315,3.47611
combined,noise 3.0,noise_inflation,3,left_encoder,2001,0.0128322,2.99195,2.5978
combined,noise 3.0,noise_inflation,3,left_encoder,2002,0.0117643,2.99988,2.29949
combined,noise 3.0,noise_inflation,3,left_encoder,2003,0.0106849,3.031,1.9705
combined,noise 3.0,noise_inflation,3,left_encoder,2004,0.0103707,3.13705,2.35049
combined,noise 3.0,noise_inflation,3,left_encoder,2005,0.0110276,3.00243,1.94766
combined,noise 3.0,noise_inflation,3,left_encoder,2006,0.0115554,3.17723,2.12474
combined,noise 3.0,noise_inflation,3,left_encoder,2007,0.00764518,2.80085,1.41415
MMAE bank of 7,healthy,none,0,left_encoder,2000,0.00522626,2.79021,1.84154
MMAE bank of 7,healthy,none,0,left_encoder,2001,0.00501971,2.82534,1.60764
MMAE bank of 7,healthy,none,0,left_encoder,2002,0.00524839,2.90911,1.67465
MMAE bank of 7,healthy,none,0,left_encoder,2003,0.00578369,2.80523,1.86023
MMAE bank of 7,healthy,none,0,left_encoder,2004,0.0050825,2.71578,1.58164
MMAE bank of 7,healthy,none,0,left_encoder,2005,0.00536499,2.83724,1.97811
MMAE bank of 7,healthy,none,0,left_encoder,2006,0.00505497,2.7906,1.79888
MMAE bank of 7,healthy,none,0,left_encoder,2007,0.00538908,2.62281,1.73951
MMAE bank of 7,bias 0.5,bias,0.5,left_encoder,2000,0.00655267,2.8016,2.49893
MMAE bank of 7,bias 0.5,bias,0.5,left_encoder,2001,0.00656967,2.87328,3.83872
MMAE bank of 7,bias 0.5,bias,0.5,left_encoder,2002,0.00675157,2.92583,3.84601
MMAE bank of 7,bias 0.5,bias,0.5,left_encoder,2003,0.00742512,2.8615,4.86787
MMAE bank of 7,bias 0.5,bias,0.5,left_encoder,2004,0.00692595,2.75157,3.93868
MMAE bank of 7,bias 0.5,bias,0.5,left_encoder,2005,0.00693479,2.86526,2.67492
MMAE bank of 7,bias 0.5,bias,0.5,left_encoder,2006,0.00640561,2.81169,3.11757
MMAE bank of 7,bias 0.5,bias,0.5,left_encoder,2007,0.00714434,2.66439,3.91311
MMAE bank of 7,bias 1.5,bias,1.5,left_encoder,2000,0.00517062,2.85123,2.24492
MMAE bank of 7,bias 1.5,bias,1.5,left_encoder,2001,0.00527678,2.83681,1.62736
MMAE bank of 7,bias 1.5,bias,1.5,left_encoder,2002,0.00518771,2.90593,1.66117
MMAE bank of 7,bias 1.5,bias,1.5,left_encoder,2003,0.00577484,2.83879,1.8826
MMAE bank of 7,bias 1.5,bias,1.5,left_encoder,2004,0.00513723,2.70928,1.57056
MMAE bank of 7,bias 1.5,bias,1.5,left_encoder,2005,0.00548853,2.88291,2.21762
MMAE bank of 7,bias 1.5,bias,1.5,left_encoder,2006,0.00504523,2.73895,1.78713
MMAE bank of 7,bias 1.5,bias,1.5,left_encoder,2007,0.00572724,2.62514,1.8314
MMAE bank of 7,bias 3.0,bias,3,left_encoder,2000,0.0147707,4.99987,7.65302
MMAE bank of 7,bias 3.0,bias,3,left_encoder,2001,0.0145488,4.82695,7.40355
MMAE bank of 7,bias 3.0,bias,3,left_encoder,2002,0.0146126,4.74881,7.79042
MMAE bank of 7,bias 3.0,bias,3,left_encoder,2003,0.0149136,4.60062,7.98953
MMAE bank of 7,bias 3.0,bias,3,left_encoder,2004,0.0149473,4.68141,7.93439
MMAE bank of 7,bias 3.0,bias,3,left_encoder,2005,0.014337,5.01593,7.36659
MMAE bank of 7,bias 3.0,bias,3,left_encoder,2006,0.0142214,4.62883,7.37248
MMAE bank of 7,bias 3.0,bias,3,left_encoder,2007,0.0150896,4.57872,8.18486
MMAE bank of 7,noise 0.5,noise_inflation,0.5,left_encoder,2000,0.00573432,2.93121,1.89614
MMAE bank of 7,noise 0.5,noise_inflation,0.5,left_encoder,2001,0.00535293,2.86479,1.64945
MMAE bank of 7,noise 0.5,noise_inflation,0.5,left_encoder,2002,0.00567581,2.83581,1.72837
MMAE bank of 7,noise 0.5,noise_inflation,0.5,left_encoder,2003,0.00622577,2.86063,1.91974
MMAE bank of 7,noise 0.5,noise_inflation,0.5,left_encoder,2004,0.0055105,2.85434,1.66295
MMAE bank of 7,noise 0.5,noise_inflation,0.5,left_encoder,2005,0.00584171,2.8712,1.90984
MMAE bank of 7,noise 0.5,noise_inflation,0.5,left_encoder,2006,0.00566705,2.99575,1.96203
MMAE bank of 7,noise 0.5,noise_inflation,0.5,left_encoder,2007,0.00595084,2.64755,1.83352
MMAE bank of 7,noise 1.5,noise_inflation,1.5,left_encoder,2000,0.006468,2.8016,2.31634
MMAE bank of 7,noise 1.5,noise_inflation,1.5,left_encoder,2001,0.00601819,2.76767,1.62121
MMAE bank of 7,noise 1.5,noise_inflation,1.5,left_encoder,2002,0.00644572,2.89453,1.75588
MMAE bank of 7,noise 1.5,noise_inflation,1.5,left_encoder,2003,0.00703934,2.81345,1.90774
MMAE bank of 7,noise 1.5,noise_inflation,1.5,left_encoder,2004,0.00614425,2.66778,1.57581
MMAE bank of 7,noise 1.5,noise_inflation,1.5,left_encoder,2005,0.006924,2.80582,2.35005
MMAE bank of 7,noise 1.5,noise_inflation,1.5,left_encoder,2006,0.00618452,2.75168,1.86388
MMAE bank of 7,noise 1.5,noise_inflation,1.5,left_encoder,2007,0.00646378,2.55828,1.74559
MMAE bank of 7,noise 3.0,noise_inflation,3,left_encoder,2000,0.00771637,5.16587,2.71255
MMAE bank of 7,noise 3.0,noise_inflation,3,left_encoder,2001,0.00713246,5.0428,1.95976
MMAE bank of 7,noise 3.0,noise_inflation,3,left_encoder,2002,0.00733997,5.34328,2.03943
MMAE bank of 7,noise 3.0,noise_inflation,3,left_encoder,2003,0.00808652,5.27537,2.25674
MMAE bank of 7,noise 3.0,noise_inflation,3,left_encoder,2004,0.00722436,4.87848,1.89689
MMAE bank of 7,noise 3.0,noise_inflation,3,left_encoder,2005,0.00787697,5.24479,2.65752
MMAE bank of 7,noise 3.0,noise_inflation,3,left_encoder,2006,0.00736401,5.08019,2.24106
MMAE bank of 7,noise 3.0,noise_inflation,3,left_encoder,2007,0.0076351,4.74441,2.11617
