arm,condition,mode,severity,channel,seed,speed_rmse,nis,nees
MMAE bank of 7,bias 1.5,bias,1.5,gyro,2006,0.00503916,2.78661,1.86383
MMAE bank of 7,bias 1.5,bias,1.5,gyro,2007,0.00535664,2.62103,1.73778
MMAE bank of 7,bias 3.0,bias,3,gyro,2000,0.0071987,2.73312,7.67849
MMAE bank of 7,bias 3.0,bias,3,gyro,2001,0.00581751,2.87596,4.0629
MMAE bank of 7,bias 3.0,bias,3,gyro,2002,0.00614083,2.91665,4.12741
MMAE bank of 7,bias 3.0,bias,3,gyro,2003,0.00666482,2.88538,3.9278
MMAE bank of 7,bias 3.0,bias,3,gyro,2004,0.00536046,2.75305,3.78319
MMAE bank of 7,bias 3.0,bias,3,gyro,2005,0.00790165,2.82993,7.4435
MMAE bank of 7,bias 3.0,bias,3,gyro,2006,0.00526488,2.82284,4.88761
MMAE bank of 7,bias 3.0,bias,3,gyro,2007,0.00551879,2.67942,3.99078
MMAE bank of 7,noise 0.5,noise_inflation,0.5,gyro,2000,0.00523106,2.90806,1.91466
MMAE bank of 7,noise 0.5,noise_inflation,0.5,gyro,2001,0.00500939,2.88853,1.67279
MMAE bank of 7,noise 0.5,noise_inflation,0.5,gyro,2002,0.0052196,3.02729,1.78211
MMAE bank of 7,noise 0.5,noise_inflation,0.5,gyro,2003,0.00578771,2.92422,2.00873
MMAE bank of 7,noise 0.5,noise_inflation,0.5,gyro,2004,0.0050845,2.81721,1.74187
MMAE bank of 7,noise 0.5,noise_inflation,0.5,gyro,2005,0.00537896,2.9558,2.11836
MMAE bank of 7,noise 0.5,noise_inflation,0.5,gyro,2006,0.00505606,2.8723,1.85766
MMAE bank of 7,noise 0.5,noise_inflation,0.5,gyro,2007,0.00538783,2.69457,1.8768
MMAE bank of 7,noise 1.5,noise_inflation,1.5,gyro,2000,0.00521541,2.94974,1.9423
MMAE bank of 7,noise 1.5,noise_inflation,1.5,gyro,2001,0.00498142,2.93411,1.62914
MMAE bank of 7,noise 1.5,noise_inflation,1.5,gyro,2002,0.00522209,3.08265,1.71343
MMAE bank of 7,noise 1.5,noise_inflation,1.5,gyro,2003,0.00578448,2.98298,2.01512
MMAE bank of 7,noise 1.5,noise_inflation,1.5,gyro,2004,0.00508793,2.83161,1.75388
MMAE bank of 7,noise 1.5,noise_inflation,1.5,gyro,2005,0.00542984,3.01622,2.0294
MMAE bank of 7,noise 1.5,noise_inflation,1.5,gyro,2006,0.00514523,2.83431,1.72442
MMAE bank of 7,noise 1.5,noise_inflation,1.5,gyro,2007,0.00533621,2.76758,1.96205
MMAE bank of 7,noise 3.0,noise_inflation,3,gyro,2000,0.00520852,4.34258,3.18962
MMAE bank of 7,noise 3.0,noise_inflation,3,gyro,2001,0.00497798,4.26663,2.81403
MMAE bank of 7,noise 3.0,noise_inflation,3,gyro,2002,0.00515419,4.58593,2.99279
MMAE bank of 7,noise 3.0,noise_inflation,3,gyro,2003,0.00580912,4.48865,3.39867
MMAE bank of 7,noise 3.0,noise_inflation,3,gyro,2004,0.00506737,4.14329,3.06633
MMAE bank of 7,noise 3.0,noise_inflation,3,gyro,2005,0.00538637,4.49183,3.33473
MMAE bank of 7,noise 3.0,noise_inflation,3,gyro,2006,0.00503284,4.11437,2.99058
MMAE bank of 7,noise 3.0,noise_inflation,3,gyro,2007,0.00527118,3.9857,3.08063
